 ,Label,Area,Mean,StdDev,Mode,Min,Max,IntDen,Median,RawIntDen
1,MAX_GFP-SLC38A1_2_GC.tif:growth cone:1,16.643,27.425,20.174,10,4,104,456.449,21,8831
2,MAX_GFP-SLC38A1_2_GC.tif:growth cone background:1,16.643,8.522,6.084,6,2,72,141.830,7,2744
