 ,Label,Area,Mean,StdDev,Mode,Min,Max,IntDen,Median,RawIntDen
1,MAX_WT-SLC38A1_2_GC.tif:growth cone:1,9.717,29.952,12.815,23,7,64,291.050,30,5631
2,MAX_WT-SLC38A1_2_GC.tif:growth cone background:1,9.717,7.112,3.689,6,0,23,69.106,6,1337
