 ,Label,Area,Mean,StdDev,Mode,Min,Max,IntDen,Median,RawIntDen
1,MAX_Mut2-SLC38A1_4_GC.tif:growth cone:1,7.391,39.986,20.255,49,8,114,295.547,38,5718
2,MAX_Mut2-SLC38A1_4_GC.tif:growth cone background:1,7.391,11.084,6.446,6,3,38,81.924,9,1585
