 ,Label,Area,Mean,StdDev,Mode,Min,Max,X,Y,IntDen,Median,RawIntDen,Ch,Length
1,MAX_BCAP31-biotin_3_BOTH.tif:cell body:1,5.841,40.475,20.077,33.580,15.028,138.388,0.000,0.000,236.401,34.934,4573.694,0,25.755
2,MAX_BCAP31-biotin_3_BOTH.tif:nucleus:1,26.671,91.545,47.128,36.000,25.000,255.000,0.000,0.000,2441.545,81.000,47237.000,0,0.000
3,MAX_BCAP31-biotin_3_BOTH.tif:cytoplasm:1,5.996,40.112,28.735,12.000,11.000,154.000,0.000,0.000,240.500,32.000,4653.000,0,0.000
4,MAX_BCAP31-biotin_3_BOTH.tif:dendrite 1:1,0.000,16.000,0.000,16.000,16.000,16.000,71.539,95.789,0.827,16.000,16.000,2,0.000
5,MAX_BCAP31-biotin_3_BOTH.tif:dendrite 1 background:1,0.000,15.000,0.000,15.000,15.000,15.000,73.812,98.063,0.775,15.000,15.000,2,0.000
6,MAX_BCAP31-biotin_3_BOTH.tif:dendrite 2:1,0.000,16.000,0.000,16.000,16.000,16.000,71.539,95.789,0.827,16.000,16.000,2,0.000
7,MAX_BCAP31-biotin_3_BOTH.tif:dendrite 2 background:1,0.000,15.000,0.000,15.000,15.000,15.000,73.812,98.063,0.775,15.000,15.000,2,0.000
8,MAX_BCAP31-biotin_3_BOTH.tif:dendrite 3:1,0.000,16.000,0.000,16.000,16.000,16.000,71.539,95.789,0.827,16.000,16.000,2,0.000
9,MAX_BCAP31-biotin_3_BOTH.tif:dendrite 3 background:1,0.000,15.000,0.000,15.000,15.000,15.000,73.812,98.063,0.775,15.000,15.000,2,0.000
10,MAX_BCAP31-biotin_3_BOTH.tif:AIS:1,3.515,60.292,14.835,49.163,36.972,115.978,0.000,0.000,211.911,57.874,4099.887,0,15.311
11,MAX_BCAP31-biotin_3_BOTH.tif:AIS background:1,3.515,4.394,0.622,4.001,3.191,6.994,0.000,0.000,15.445,4.225,298.817,0,15.311
12,MAX_BCAP31-biotin_3_BOTH.tif:axon:1,19.228,39.089,15.684,32.800,15.150,126.718,0.000,0.000,751.598,35.183,14541.290,0,84.467
13,MAX_BCAP31-biotin_3_BOTH.tif:axon background:1,19.228,4.958,3.541,4.045,3.000,51.652,0.000,0.000,95.335,4.208,1844.466,0,84.467
14,MAX_BCAP31-biotin_3_BOTH.tif:growth cone:1,26.257,28.067,15.003,11.000,6.000,84.000,0.000,0.000,736.955,26.000,14258.000,0,0.000
15,MAX_BCAP31-biotin_3_BOTH.tif:growth cone background:1,26.257,5.215,10.962,4.000,3.000,224.000,0.000,0.000,136.919,4.000,2649.000,0,0.000
