 ,Label,Area,Mean,StdDev,Mode,Min,Max,X,Y,IntDen,Median,RawIntDen,Ch,Length
1,MAX_SURF4_1_BOTH.tif:cell body:1,66.831,41.247,23.155,33.000,9.000,236.000,0.000,0.000,2756.630,37.000,53333.000,0,0.000
2,MAX_SURF4_1_BOTH.tif:nucleus:1,42.177,40.241,12.972,33.000,18.000,154.000,0.000,0.000,1697.251,38.000,32837.000,0,0.000
3,MAX_SURF4_1_BOTH.tif:cytoplasm:1,24.655,42.969,34.095,20.000,9.000,236.000,0.000,0.000,1059.380,34.000,20496.000,0,0.000
4,MAX_SURF4_1_BOTH.tif:dendrite 1:1,0.000,3.000,0.000,3.000,3.000,3.000,102.079,27.282,0.155,3.000,3.000,1,0.000
5,MAX_SURF4_1_BOTH.tif:dendrite 1 background:1,0.000,4.000,0.000,4.000,4.000,4.000,104.353,29.555,0.207,4.000,4.000,1,0.000
6,MAX_SURF4_1_BOTH.tif:dendrite 2:1,0.000,3.000,0.000,3.000,3.000,3.000,102.079,27.282,0.155,3.000,3.000,1,0.000
7,MAX_SURF4_1_BOTH.tif:dendrite 2 background:1,0.000,4.000,0.000,4.000,4.000,4.000,104.353,29.555,0.207,4.000,4.000,1,0.000
8,MAX_SURF4_1_BOTH.tif:dendrite 3:1,0.000,3.000,0.000,3.000,3.000,3.000,102.079,27.282,0.155,3.000,3.000,1,0.000
9,MAX_SURF4_1_BOTH.tif:dendrite 3 background:1,0.000,4.000,0.000,4.000,4.000,4.000,104.353,29.555,0.207,4.000,4.000,1,0.000
10,MAX_SURF4_1_BOTH.tif:AIS:1,3.308,42.529,12.204,21.102,20.991,78.000,0.000,0.000,140.684,42.002,2721.843,0,14.477
11,MAX_SURF4_1_BOTH.tif:AIS background:1,3.308,4.419,0.634,4.002,3.134,6.524,0.000,0.000,14.618,4.286,282.818,0,14.477
12,MAX_SURF4_1_BOTH.tif:axon:1,16.023,38.625,13.531,26.753,12.435,96.696,0.000,0.000,618.888,36.869,11973.740,0,70.315
13,MAX_SURF4_1_BOTH.tif:axon background:1,16.023,4.572,0.938,4.013,3.000,11.786,0.000,0.000,73.253,4.370,1417.242,0,70.315
14,MAX_SURF4_1_BOTH.tif:growth cone:1,38.093,25.799,19.328,8.000,4.000,127.000,0.000,0.000,982.779,19.000,19014.000,0,0.000
15,MAX_SURF4_1_BOTH.tif:growth cone background:1,38.042,4.556,1.361,4.000,3.000,29.000,0.000,0.000,173.307,4.000,3353.000,0,0.000
