 ,Label,Area,Mean,StdDev,Mode,Min,Max,IntDen,Median,RawIntDen
1,MAX_ERGIC53_3_GC.tif:growth cone:1,205.922,27.892,22.896,10,4,165,5743.475,19,111120
2,MAX_ERGIC53_3_GC.tif:growth cone background:1,205.973,4.960,2.317,4,3,63,1021.545,5,19764
