 ,Label,Area,Mean,StdDev,Mode,Min,Max,X,Y,IntDen,Median,RawIntDen,Ch,Length
1,MAX_BCAP31-biotin_4_BOTH.tif:cell body:1,86.989,55.564,28.124,30.000,8.000,193.000,0.000,0.000,4833.523,49.000,93515.000,0,0.000
2,MAX_BCAP31-biotin_4_BOTH.tif:nucleus:1,55.254,52.699,24.840,30.000,15.000,158.000,0.000,0.000,2911.795,46.000,56335.000,0,0.000
3,MAX_BCAP31-biotin_4_BOTH.tif:cytoplasm:1,31.736,60.554,32.497,53.000,8.000,193.000,0.000,0.000,1921.728,56.000,37180.000,0,0.000
4,MAX_BCAP31-biotin_4_BOTH.tif:dendrite 1:1,2.067,14.308,5.733,10.084,7.492,33.511,0.000,0.000,29.582,13.037,572.329,0,9.083
5,MAX_BCAP31-biotin_4_BOTH.tif:dendrite 1 background:1,2.067,4.734,1.404,4.017,4.000,12.500,0.000,0.000,9.788,4.487,189.364,0,9.083
6,MAX_BCAP31-biotin_4_BOTH.tif:dendrite 2:1,0.000,5.000,0.000,5.000,5.000,5.000,73.661,76.048,0.258,5.000,5.000,1,0.000
7,MAX_BCAP31-biotin_4_BOTH.tif:dendrite 2 background:1,0.000,4.000,0.000,4.000,4.000,4.000,75.934,78.321,0.207,4.000,4.000,1,0.000
8,MAX_BCAP31-biotin_4_BOTH.tif:dendrite 3:1,0.000,5.000,0.000,5.000,5.000,5.000,73.661,76.048,0.258,5.000,5.000,1,0.000
9,MAX_BCAP31-biotin_4_BOTH.tif:dendrite 3 background:1,0.000,4.000,0.000,4.000,4.000,4.000,75.934,78.321,0.207,4.000,4.000,1,0.000
10,MAX_BCAP31-biotin_4_BOTH.tif:AIS:1,3.566,61.048,11.840,63.892,32.579,84.801,0.000,0.000,217.721,61.225,4212.292,0,15.506
11,MAX_BCAP31-biotin_4_BOTH.tif:AIS background:1,3.566,4.851,1.140,4.013,4.000,10.836,0.000,0.000,17.301,4.644,334.733,0,15.506
12,MAX_BCAP31-biotin_4_BOTH.tif:axon:1,7.288,54.403,18.525,32.098,20.600,120.381,0.000,0.000,396.486,54.428,7670.888,0,31.886
13,MAX_BCAP31-biotin_4_BOTH.tif:axon background:1,7.288,5.487,2.700,4.992,4.000,21.512,0.000,0.000,39.991,4.730,773.711,0,31.886
14,MAX_BCAP31-biotin_4_BOTH.tif:growth cone:1,66.418,16.154,10.599,6.000,4.000,119.000,0.000,0.000,1072.922,14.000,20758.000,0,0.000
15,MAX_BCAP31-biotin_4_BOTH.tif:growth cone background:1,66.366,5.082,4.790,4.000,3.000,122.000,0.000,0.000,337.259,4.000,6525.000,0,0.000
