 ,Label,Area,Mean,StdDev,Mode,Min,Max,X,Y,IntDen,Median,RawIntDen,Ch,Length
1,MAX_SURF4_5_BOTH.tif:cell body:1,71.793,49.254,35.147,10.000,5.000,253.000,0.000,0.000,3536.124,41.000,68414.000,0,0.000
2,MAX_SURF4_5_BOTH.tif:nucleus:1,35.612,55.239,26.527,41.000,15.000,253.000,0.000,0.000,1967.213,46.000,38060.000,0,0.000
3,MAX_SURF4_5_BOTH.tif:cytoplasm:1,36.181,43.363,41.113,10.000,5.000,186.000,0.000,0.000,1568.911,25.000,30354.000,0,0.000
4,MAX_SURF4_5_BOTH.tif:dendrite 1:1,0.000,4.000,0.000,4.000,4.000,4.000,51.551,104.751,0.207,4.000,4.000,1,0.000
5,MAX_SURF4_5_BOTH.tif:dendrite 1 background:1,0.000,5.000,0.000,5.000,5.000,5.000,53.825,107.024,0.258,5.000,5.000,1,0.000
6,MAX_SURF4_5_BOTH.tif:dendrite 2:1,0.000,4.000,0.000,4.000,4.000,4.000,51.551,104.751,0.207,4.000,4.000,1,0.000
7,MAX_SURF4_5_BOTH.tif:dendrite 2 background:1,0.000,5.000,0.000,5.000,5.000,5.000,53.825,107.024,0.258,5.000,5.000,1,0.000
8,MAX_SURF4_5_BOTH.tif:dendrite 3:1,0.000,4.000,0.000,4.000,4.000,4.000,51.551,104.751,0.207,4.000,4.000,1,0.000
9,MAX_SURF4_5_BOTH.tif:dendrite 3 background:1,0.000,5.000,0.000,5.000,5.000,5.000,53.825,107.024,0.258,5.000,5.000,1,0.000
10,MAX_SURF4_5_BOTH.tif:AIS:1,6.874,30.341,8.554,22.994,14.429,61.583,0.000,0.000,208.575,29.289,4035.331,0,30.259
11,MAX_SURF4_5_BOTH.tif:AIS background:1,6.874,4.983,0.811,4.998,3.207,7.909,0.000,0.000,34.257,4.893,662.770,0,30.259
12,MAX_SURF4_5_BOTH.tif:axon:1,22.536,21.312,9.206,10.090,6.623,60.411,0.000,0.000,480.284,19.868,9292.131,0,99.108
13,MAX_SURF4_5_BOTH.tif:axon background:1,22.536,4.783,1.297,4.066,3.052,23.818,0.000,0.000,107.789,4.565,2085.411,0,99.108
14,MAX_SURF4_5_BOTH.tif:growth cone:1,46.673,8.948,4.738,6.000,4.000,38.000,0.000,0.000,417.632,7.000,8080.000,0,0.000
15,MAX_SURF4_5_BOTH.tif:growth cone background:1,46.673,4.339,0.890,4.000,3.000,9.000,0.000,0.000,202.510,4.000,3918.000,0,0.000
