 ,Label,Area,Mean,StdDev,Mode,Min,Max,X,Y,IntDen,Median,RawIntDen,Ch,Length
1,MAX_SURF4_2_BOTH.tif:cell body:1,88.902,56.538,35.956,41.000,4.000,225.000,0.000,0.000,5026.368,48.000,97246.000,0,0.000
2,MAX_SURF4_2_BOTH.tif:nucleus:1,37.938,56.896,22.753,41.000,18.000,183.000,0.000,0.000,2158.558,51.000,41762.000,0,0.000
3,MAX_SURF4_2_BOTH.tif:cytoplasm:1,50.964,56.272,43.253,19.000,4.000,225.000,0.000,0.000,2867.809,41.000,55484.000,0,0.000
4,MAX_SURF4_2_BOTH.tif:dendrite 1:1,0.000,5.000,0.000,5.000,5.000,5.000,90.901,41.036,0.258,5.000,5.000,1,0.000
5,MAX_SURF4_2_BOTH.tif:dendrite 1 background:1,0.000,4.000,0.000,4.000,4.000,4.000,93.175,43.310,0.207,4.000,4.000,1,0.000
6,MAX_SURF4_2_BOTH.tif:dendrite 2:1,0.000,5.000,0.000,5.000,5.000,5.000,90.901,41.036,0.258,5.000,5.000,1,0.000
7,MAX_SURF4_2_BOTH.tif:dendrite 2 background:1,0.000,4.000,0.000,4.000,4.000,4.000,93.175,43.310,0.207,4.000,4.000,1,0.000
8,MAX_SURF4_2_BOTH.tif:dendrite 3:1,0.000,5.000,0.000,5.000,5.000,5.000,90.901,41.036,0.258,5.000,5.000,1,0.000
9,MAX_SURF4_2_BOTH.tif:dendrite 3 background:1,0.000,4.000,0.000,4.000,4.000,4.000,93.175,43.310,0.207,4.000,4.000,1,0.000
10,MAX_SURF4_2_BOTH.tif:AIS:1,4.135,64.182,14.274,58.983,36.851,95.563,0.000,0.000,265.391,62.625,5134.563,0,18.081
11,MAX_SURF4_2_BOTH.tif:AIS background:1,4.135,4.917,0.736,4.997,3.708,7.239,0.000,0.000,20.334,4.845,393.398,0,18.081
12,MAX_SURF4_2_BOTH.tif:axon:1,13.645,66.558,16.238,69.077,32.415,110.953,0.000,0.000,908.210,64.801,17571.286,0,60.031
13,MAX_SURF4_2_BOTH.tif:axon background:1,13.645,5.201,1.894,5.006,3.033,22.833,0.000,0.000,70.972,4.845,1373.102,0,60.031
14,MAX_SURF4_2_BOTH.tif:growth cone:1,82.648,19.952,13.371,8.000,4.000,86.000,0.000,0.000,1649.027,16.000,31904.000,0,0.000
15,MAX_SURF4_2_BOTH.tif:growth cone background:1,82.648,4.645,4.916,4.000,3.000,123.000,0.000,0.000,383.880,4.000,7427.000,0,0.000
