 ,Label,Area,Mean,StdDev,Mode,Min,Max,IntDen,Median,RawIntDen
1,MAX_ERGIC53_2_GC.tif:growth cone:1,49.981,48.208,28.440,16,7,233,2409.499,42,46617
2,MAX_ERGIC53_2_GC.tif:growth cone background:1,49.981,4.823,1.291,4,3,25,241.069,5,4664
