 ,Label,Area,Mean,StdDev,Mode,Min,Max,X,Y,IntDen,Median,RawIntDen,Ch,Length
1,MAX_BCAP31-biotin_2_BOTH.tif:cell body:1,41.918,82.584,43.122,41.000,16.000,255.000,0.000,0.000,3461.798,72.000,66976.000,0,0.000
2,MAX_BCAP31-biotin_2_BOTH.tif:nucleus:1,30.185,73.123,36.983,43.000,21.000,231.000,0.000,0.000,2207.248,61.000,42704.000,0,0.000
3,MAX_BCAP31-biotin_2_BOTH.tif:cytoplasm:1,11.733,106.925,48.061,107.000,16.000,255.000,0.000,0.000,1254.550,103.000,24272.000,0,0.000
4,MAX_BCAP31-biotin_2_BOTH.tif:dendrite 1:1,5.169,48.992,18.129,31.298,20.393,92.905,0.000,0.000,253.223,44.441,4899.150,0,22.695
5,MAX_BCAP31-biotin_2_BOTH.tif:dendrite 1 background:1,5.169,6.600,5.649,3.994,3.311,35.063,0.000,0.000,34.115,4.474,660.020,0,22.695
6,MAX_BCAP31-biotin_2_BOTH.tif:dendrite 2:1,0.000,4.000,0.000,4.000,4.000,4.000,99.919,32.852,0.207,4.000,4.000,1,0.000
7,MAX_BCAP31-biotin_2_BOTH.tif:dendrite 2 background:1,0.000,5.000,0.000,5.000,5.000,5.000,102.193,35.125,0.258,5.000,5.000,1,0.000
8,MAX_BCAP31-biotin_2_BOTH.tif:dendrite 3:1,0.000,4.000,0.000,4.000,4.000,4.000,99.919,32.852,0.207,4.000,4.000,1,0.000
9,MAX_BCAP31-biotin_2_BOTH.tif:dendrite 3 background:1,0.000,5.000,0.000,5.000,5.000,5.000,102.193,35.125,0.258,5.000,5.000,1,0.000
10,MAX_BCAP31-biotin_2_BOTH.tif:AIS:1,3.980,66.007,14.413,67.245,31.173,99.830,0.000,0.000,262.704,66.837,5082.570,0,17.344
11,MAX_BCAP31-biotin_2_BOTH.tif:AIS background:1,3.980,6.063,4.855,4.413,4.000,34.242,0.000,0.000,24.129,4.720,466.834,0,17.344
12,MAX_BCAP31-biotin_2_BOTH.tif:axon:1,11.785,70.687,22.524,60.846,32.392,203.786,0.000,0.000,833.019,67.296,16116.567,0,51.687
13,MAX_BCAP31-biotin_2_BOTH.tif:axon background:1,11.785,8.499,17.664,4.271,4.000,142.664,0.000,0.000,100.163,4.741,1937.874,0,51.687
14,MAX_BCAP31-biotin_2_BOTH.tif:growth cone:1,58.717,22.914,22.401,10.000,4.000,245.000,0.000,0.000,1345.416,17.000,26030.000,0,0.000
15,MAX_BCAP31-biotin_2_BOTH.tif:growth cone background:1,58.717,6.957,13.045,4.000,3.000,199.000,0.000,0.000,408.483,5.000,7903.000,0,0.000
