 ,Label,Area,Mean,StdDev,Mode,Min,Max,X,Y,IntDen,Median,RawIntDen,Ch,Length
1,MAX_CNC113_DIV3_1_BOTH.tif:cell body:1,210.418,38.981,20.401,42.000,5.000,126.000,0.000,0.000,8202.284,37.000,158691.000,0,0.000
2,MAX_CNC113_DIV3_1_BOTH.tif:nucleus:1,73.964,55.307,17.916,42.000,12.000,126.000,0.000,0.000,4090.779,53.000,79145.000,0,0.000
3,MAX_CNC113_DIV3_1_BOTH.tif:cytoplasm:1,136.454,30.131,15.655,17.000,5.000,93.000,0.000,0.000,4111.505,27.000,79546.000,0,0.000
4,MAX_CNC113_DIV3_1_BOTH.tif:dendrite 1:1,2.998,20.331,7.422,10.393,9.266,43.222,0.000,0.000,60.950,18.801,1179.217,0,13.020
5,MAX_CNC113_DIV3_1_BOTH.tif:dendrite 1 background:1,2.998,7.918,1.447,7.008,4.570,11.391,0.000,0.000,23.736,7.985,459.225,0,13.020
6,MAX_CNC113_DIV3_1_BOTH.tif:dendrite 2:1,0.827,19.447,5.006,14.478,10.845,32.225,0.000,0.000,16.083,19.154,311.158,0,3.520
7,MAX_CNC113_DIV3_1_BOTH.tif:dendrite 2 background:1,0.827,8.357,2.133,8.242,6.035,14.933,0.000,0.000,6.911,8.244,133.717,0,3.520
8,MAX_CNC113_DIV3_1_BOTH.tif:dendrite 3:1,0.000,6.000,0.000,6.000,6.000,6.000,67.181,70.478,0.310,6.000,6.000,1,0.000
9,MAX_CNC113_DIV3_1_BOTH.tif:dendrite 3 background:1,0.000,12.000,0.000,12.000,12.000,12.000,69.455,72.751,0.620,12.000,12.000,1,0.000
10,MAX_CNC113_DIV3_1_BOTH.tif:AIS:1,4.807,15.988,5.345,11.732,8.676,38.201,0.000,0.000,76.853,14.677,1486.880,0,20.954
11,MAX_CNC113_DIV3_1_BOTH.tif:AIS background:1,4.807,7.786,1.468,6.833,4.968,13.572,0.000,0.000,37.426,7.648,724.096,0,20.954
12,MAX_CNC113_DIV3_1_BOTH.tif:axon:1,16.126,13.788,4.054,14.090,7.743,39.921,0.000,0.000,222.355,13.140,4301.946,0,70.735
13,MAX_CNC113_DIV3_1_BOTH.tif:axon background:1,16.126,7.631,1.423,6.948,4.591,15.870,0.000,0.000,123.068,7.583,2381.014,0,70.735
14,MAX_CNC113_DIV3_1_BOTH.tif:growth cone:1,72.517,10.481,3.850,9.000,3.000,37.000,0.000,0.000,760.059,9.000,14705.000,0,0.000
15,MAX_CNC113_DIV3_1_BOTH.tif:growth cone background:1,72.517,7.413,2.219,8.000,3.000,25.000,0.000,0.000,537.546,7.000,10400.000,0,0.000
