 ,Label,Area,Mean,StdDev,Mode,Min,Max,X,Y,IntDen,Median,RawIntDen,Ch,Length
1,MAX_CNC113_DIV3_4_BOTH.tif:cell body:1,251.613,32.781,17.737,17.000,5.000,117.000,0.000,0.000,8248.027,29.000,159576.000,0,0.000
2,MAX_CNC113_DIV3_4_BOTH.tif:nucleus:1,63.368,50.560,15.427,43.000,13.000,117.000,0.000,0.000,3203.879,50.000,61986.000,0,0.000
3,MAX_CNC113_DIV3_4_BOTH.tif:cytoplasm:1,188.245,26.796,14.078,17.000,5.000,96.000,0.000,0.000,5044.148,23.000,97590.000,0,0.000
4,MAX_CNC113_DIV3_4_BOTH.tif:dendrite 1:1,5.065,27.112,25.679,11.679,7.057,94.707,0.000,0.000,137.331,14.785,2656.971,0,22.210
5,MAX_CNC113_DIV3_4_BOTH.tif:dendrite 1 background:1,5.065,27.766,31.724,8.916,5.000,122.930,0.000,0.000,140.646,9.871,2721.108,0,22.210
6,MAX_CNC113_DIV3_4_BOTH.tif:dendrite 2:1,0.000,7.000,0.000,7.000,7.000,7.000,87.188,76.844,0.362,7.000,7.000,1,0.000
7,MAX_CNC113_DIV3_4_BOTH.tif:dendrite 2 background:1,0.000,27.000,0.000,27.000,27.000,27.000,89.461,79.117,1.396,27.000,27.000,1,0.000
8,MAX_CNC113_DIV3_4_BOTH.tif:dendrite 3:1,0.000,7.000,0.000,7.000,7.000,7.000,87.188,76.844,0.362,7.000,7.000,1,0.000
9,MAX_CNC113_DIV3_4_BOTH.tif:dendrite 3 background:1,0.000,27.000,0.000,27.000,27.000,27.000,89.461,79.117,1.396,27.000,27.000,1,0.000
10,MAX_CNC113_DIV3_4_BOTH.tif:AIS:1,5.117,19.510,4.483,15.681,11.776,32.386,0.000,0.000,99.832,18.984,1931.463,0,22.439
11,MAX_CNC113_DIV3_4_BOTH.tif:AIS background:1,5.117,7.775,2.455,7.707,4.191,22.373,0.000,0.000,39.786,7.383,769.752,0,22.439
12,MAX_CNC113_DIV3_4_BOTH.tif:axon:1,17.780,17.329,4.711,16.299,7.727,38.853,0.000,0.000,308.119,16.430,5961.236,0,78.215
13,MAX_CNC113_DIV3_4_BOTH.tif:axon background:1,17.780,7.620,2.377,7.074,3.988,39.102,0.000,0.000,135.480,7.416,2621.158,0,78.215
14,MAX_CNC113_DIV3_4_BOTH.tif:growth cone:1,88.385,11.119,4.307,8.000,4.000,44.000,0.000,0.000,982.779,10.000,19014.000,0,0.000
15,MAX_CNC113_DIV3_4_BOTH.tif:growth cone background:1,88.385,7.484,2.359,8.000,3.000,31.000,0.000,0.000,661.492,7.000,12798.000,0,0.000
