 ,Area,Mean,Min,Max,Length,file
1,0.051,10576.576,7142.141,14011.011,0.978,3e8ec877-e17b-45e5-bebc-55f5c96e9fba.tif
2,0.026,24080.270,24080.270,24080.270,0.380,3e8ec877-e17b-45e5-bebc-55f5c96e9fba.tif
3,0.077,5852.908,5113.593,7038.401,1.568,3e8ec877-e17b-45e5-bebc-55f5c96e9fba.tif
4,0.077,11961.200,9779.080,15835.481,1.908,3e8ec877-e17b-45e5-bebc-55f5c96e9fba.tif
5,0.102,11023.951,6461.262,14872.287,3.234,3e8ec877-e17b-45e5-bebc-55f5c96e9fba.tif
6,0.077,12251.690,8908.387,18009.131,1.984,3e8ec877-e17b-45e5-bebc-55f5c96e9fba.tif
7,0.077,10978.750,9765.281,11804.135,2.380,3e8ec877-e17b-45e5-bebc-55f5c96e9fba.tif
8,0.051,6528.877,5224.660,7833.094,1.446,3e8ec877-e17b-45e5-bebc-55f5c96e9fba.tif
9,0.051,8554.182,5790.402,11317.962,1.273,3e8ec877-e17b-45e5-bebc-55f5c96e9fba.tif
10,0.051,7781.323,4948.694,10613.953,0.852,3e8ec877-e17b-45e5-bebc-55f5c96e9fba.tif
11,0.051,4988.580,3997.917,5979.243,1.272,3e8ec877-e17b-45e5-bebc-55f5c96e9fba.tif
12,0.051,6429.430,4362.047,8496.812,1.101,3e8ec877-e17b-45e5-bebc-55f5c96e9fba.tif
