 ,Area,Mean,Min,Max,Length,file
1,0.051,20173.711,12654.321,27693.102,0.593,8e03ebf6-5f8a-4059-b0a1-4dd3fa9fea8a.tif
2,0.051,17834.639,12238.362,23430.916,0.626,8e03ebf6-5f8a-4059-b0a1-4dd3fa9fea8a.tif
3,0.051,13542.258,9972.598,17111.918,0.821,8e03ebf6-5f8a-4059-b0a1-4dd3fa9fea8a.tif
4,0.026,20260.438,20260.438,20260.438,0.282,8e03ebf6-5f8a-4059-b0a1-4dd3fa9fea8a.tif
5,0.077,13523.973,11182.285,17807.998,1.544,8e03ebf6-5f8a-4059-b0a1-4dd3fa9fea8a.tif
6,0.026,19727.934,19727.934,19727.934,0.311,8e03ebf6-5f8a-4059-b0a1-4dd3fa9fea8a.tif
7,0.051,23385.149,14989.480,31780.818,0.639,8e03ebf6-5f8a-4059-b0a1-4dd3fa9fea8a.tif
8,0.051,14212.456,9625.977,18798.936,1.325,8e03ebf6-5f8a-4059-b0a1-4dd3fa9fea8a.tif
9,0.026,22634.168,22634.168,22634.168,0.359,8e03ebf6-5f8a-4059-b0a1-4dd3fa9fea8a.tif
10,0.051,13482.997,9366.167,17599.826,0.626,8e03ebf6-5f8a-4059-b0a1-4dd3fa9fea8a.tif
11,0.026,21104.898,21104.898,21104.898,0.311,8e03ebf6-5f8a-4059-b0a1-4dd3fa9fea8a.tif
12,0.026,23391.010,23391.010,23391.010,0.256,8e03ebf6-5f8a-4059-b0a1-4dd3fa9fea8a.tif
