 ,Area,Mean,Min,Max,Length,file
1,0.051,51150.664,42348.340,59952.988,0.524,c088fcd5-7dea-4c23-b0a2-dcd3b68f9a0a.tif
2,0.077,39656.587,32105.701,53384.574,2.153,c088fcd5-7dea-4c23-b0a2-dcd3b68f9a0a.tif
3,0.077,51566.824,34371.203,65431.230,1.573,c088fcd5-7dea-4c23-b0a2-dcd3b68f9a0a.tif
4,0.051,36901.537,34059.332,39743.742,0.871,c088fcd5-7dea-4c23-b0a2-dcd3b68f9a0a.tif
5,0.051,46524.559,28023.922,65025.195,0.593,c088fcd5-7dea-4c23-b0a2-dcd3b68f9a0a.tif
6,0.102,33231.123,23446.568,56015.047,3.443,c088fcd5-7dea-4c23-b0a2-dcd3b68f9a0a.tif
7,0.077,31039.193,20862.949,36714.070,2.431,c088fcd5-7dea-4c23-b0a2-dcd3b68f9a0a.tif
8,0.077,31041.947,18031.494,54159.227,1.996,c088fcd5-7dea-4c23-b0a2-dcd3b68f9a0a.tif
9,0.051,24959.238,17065.250,32853.227,0.727,c088fcd5-7dea-4c23-b0a2-dcd3b68f9a0a.tif
10,0.154,25109.170,15979.390,34169.852,5.425,c088fcd5-7dea-4c23-b0a2-dcd3b68f9a0a.tif
11,0.102,26115.822,18452.064,44173.551,2.568,c088fcd5-7dea-4c23-b0a2-dcd3b68f9a0a.tif
12,0.205,23414.888,12390.602,51709.676,6.901,c088fcd5-7dea-4c23-b0a2-dcd3b68f9a0a.tif
13,0.051,45166.092,31477.438,58854.746,1.141,c088fcd5-7dea-4c23-b0a2-dcd3b68f9a0a.tif
