 ,Area,Mean,Min,Max,Length,file
1,0.051,17052.453,7987.871,26117.035,0.964,86b057ce-77d6-4528-a9c7-1ac2d25a5f50.tif
2,0.051,13480.290,7508.467,19452.113,1.299,86b057ce-77d6-4528-a9c7-1ac2d25a5f50.tif
3,0.077,13355.020,6932.813,21964.133,1.712,86b057ce-77d6-4528-a9c7-1ac2d25a5f50.tif
4,0.102,9197.832,5780.990,16743.203,2.771,86b057ce-77d6-4528-a9c7-1ac2d25a5f50.tif
5,0.051,14704.568,6706.689,22702.447,1.470,86b057ce-77d6-4528-a9c7-1ac2d25a5f50.tif
6,0.051,15211.218,9904.271,20518.166,1.359,86b057ce-77d6-4528-a9c7-1ac2d25a5f50.tif
7,0.051,15169.517,8167.305,22171.729,1.463,86b057ce-77d6-4528-a9c7-1ac2d25a5f50.tif
8,0.026,18342.521,18342.521,18342.521,0.484,86b057ce-77d6-4528-a9c7-1ac2d25a5f50.tif
9,0.077,12023.538,7775.354,18237.629,1.882,86b057ce-77d6-4528-a9c7-1ac2d25a5f50.tif
10,0.051,13487.167,8042.274,18932.059,0.649,86b057ce-77d6-4528-a9c7-1ac2d25a5f50.tif
11,0.051,14769.798,7195.845,22343.750,0.813,86b057ce-77d6-4528-a9c7-1ac2d25a5f50.tif
12,0.051,13834.949,6969.110,20700.787,0.634,86b057ce-77d6-4528-a9c7-1ac2d25a5f50.tif
13,0.051,14223.421,6900.322,21546.520,0.663,86b057ce-77d6-4528-a9c7-1ac2d25a5f50.tif
14,0.051,8885.773,6228.415,11543.131,0.903,86b057ce-77d6-4528-a9c7-1ac2d25a5f50.tif
15,0.026,15115.412,15115.412,15115.412,0.432,86b057ce-77d6-4528-a9c7-1ac2d25a5f50.tif
16,0.051,14740.627,8660.087,20821.168,0.989,86b057ce-77d6-4528-a9c7-1ac2d25a5f50.tif
17,0.026,18325.285,18325.285,18325.285,0.240,86b057ce-77d6-4528-a9c7-1ac2d25a5f50.tif
