 ,Area,Mean,Min,Max,Length,file
1,0.051,45484.023,33924.488,57043.559,0.632,127a8b28-679b-41a9-92b7-5c0d443c3e29.tif
2,0.077,56565.664,49040.223,62549.734,1.550,127a8b28-679b-41a9-92b7-5c0d443c3e29.tif
3,0.102,50924.830,31002.025,65321.043,2.915,127a8b28-679b-41a9-92b7-5c0d443c3e29.tif
4,0.051,40414.137,27336.699,53491.574,1.035,127a8b28-679b-41a9-92b7-5c0d443c3e29.tif
5,0.051,33965.470,22240.053,45690.887,0.785,127a8b28-679b-41a9-92b7-5c0d443c3e29.tif
6,0.051,42546.391,20502.004,64590.777,1.043,127a8b28-679b-41a9-92b7-5c0d443c3e29.tif
7,0.051,34637.359,18652.668,50622.051,1.374,127a8b28-679b-41a9-92b7-5c0d443c3e29.tif
8,0.026,51664.992,51664.992,51664.992,0.464,127a8b28-679b-41a9-92b7-5c0d443c3e29.tif
9,0.026,53711.109,53711.109,53711.109,0.400,127a8b28-679b-41a9-92b7-5c0d443c3e29.tif
10,0.051,43851.784,23206.229,64497.340,0.773,127a8b28-679b-41a9-92b7-5c0d443c3e29.tif
11,0.077,28414.132,17391.352,45797.582,1.578,127a8b28-679b-41a9-92b7-5c0d443c3e29.tif
