 ,Area,Mean,Min,Max,Length,file
1,0.051,19560.828,7442.572,31679.084,1.171,b8ffb0ca-1e4b-44c0-9c39-6b1a1896685f.tif
2,0.077,11143.733,5699.359,17671.652,1.867,b8ffb0ca-1e4b-44c0-9c39-6b1a1896685f.tif
3,0.051,13423.030,6010.708,20835.352,1.431,b8ffb0ca-1e4b-44c0-9c39-6b1a1896685f.tif
4,0.026,26451.998,26451.998,26451.998,0.369,b8ffb0ca-1e4b-44c0-9c39-6b1a1896685f.tif
5,0.205,11517.069,4317.864,22314.350,7.348,b8ffb0ca-1e4b-44c0-9c39-6b1a1896685f.tif
6,0.128,12869.845,4352.726,18563.459,4.181,b8ffb0ca-1e4b-44c0-9c39-6b1a1896685f.tif
7,0.102,8308.128,5645.511,12176.000,3.421,b8ffb0ca-1e4b-44c0-9c39-6b1a1896685f.tif
8,0.077,15840.447,9617.094,20262.590,2.031,b8ffb0ca-1e4b-44c0-9c39-6b1a1896685f.tif
9,0.026,10777.175,10777.175,10777.175,0.321,b8ffb0ca-1e4b-44c0-9c39-6b1a1896685f.tif
10,0.077,7828.711,4342.392,11989.110,1.697,b8ffb0ca-1e4b-44c0-9c39-6b1a1896685f.tif
11,0.026,9775.156,9775.156,9775.156,0.434,b8ffb0ca-1e4b-44c0-9c39-6b1a1896685f.tif
