 ,Area,Mean,Min,Max,Length,file
1,0.077,11090.401,7192.397,17852.723,2.408,1f0301f1-7fbb-4b26-9fd7-54c82a545d70.tif
2,0.077,15102.044,7509.988,25021.570,2.070,1f0301f1-7fbb-4b26-9fd7-54c82a545d70.tif
3,0.077,11810.658,6414.894,16155.995,2.436,1f0301f1-7fbb-4b26-9fd7-54c82a545d70.tif
4,0.154,10536.304,6367.912,17103.996,4.545,1f0301f1-7fbb-4b26-9fd7-54c82a545d70.tif
5,0.154,9586.366,5181.066,13472.126,4.834,1f0301f1-7fbb-4b26-9fd7-54c82a545d70.tif
6,0.026,19170.158,19170.158,19170.158,0.482,1f0301f1-7fbb-4b26-9fd7-54c82a545d70.tif
7,0.102,9019.875,4780.641,17707.709,2.833,1f0301f1-7fbb-4b26-9fd7-54c82a545d70.tif
8,0.102,9707.821,4401.718,16140.242,3.455,1f0301f1-7fbb-4b26-9fd7-54c82a545d70.tif
9,0.051,7260.704,5422.649,9098.758,0.532,1f0301f1-7fbb-4b26-9fd7-54c82a545d70.tif
10,0.026,21506.482,21506.482,21506.482,0.434,1f0301f1-7fbb-4b26-9fd7-54c82a545d70.tif
