 ,Area,Mean,Min,Max,Length,file
1,0.128,7919.909,5155.115,12067.813,3.673,c54272f4-adb1-44c0-a96d-de1b9466a98e.tif
2,0.077,8810.451,4433.987,15225.677,1.716,c54272f4-adb1-44c0-a96d-de1b9466a98e.tif
3,0.051,8509.866,5286.224,11733.509,1.348,c54272f4-adb1-44c0-a96d-de1b9466a98e.tif
4,0.077,5221.578,3996.214,7563.009,2.154,c54272f4-adb1-44c0-a96d-de1b9466a98e.tif
5,0.102,8816.759,5273.498,17482.074,2.873,c54272f4-adb1-44c0-a96d-de1b9466a98e.tif
6,0.051,10270.932,6816.534,13725.330,0.537,c54272f4-adb1-44c0-a96d-de1b9466a98e.tif
7,0.077,11027.521,7271.498,15574.715,1.885,c54272f4-adb1-44c0-a96d-de1b9466a98e.tif
8,0.077,10628.043,7079.834,16544.635,1.879,c54272f4-adb1-44c0-a96d-de1b9466a98e.tif
9,0.051,6162.323,3867.059,8457.588,1.129,c54272f4-adb1-44c0-a96d-de1b9466a98e.tif
10,0.026,16216.078,16216.078,16216.078,0.299,c54272f4-adb1-44c0-a96d-de1b9466a98e.tif
11,0.026,10845.215,10845.215,10845.215,0.195,c54272f4-adb1-44c0-a96d-de1b9466a98e.tif
12,0.102,6246.236,3643.559,11971.735,3.282,c54272f4-adb1-44c0-a96d-de1b9466a98e.tif
13,0.026,7730.948,7730.948,7730.948,0.358,c54272f4-adb1-44c0-a96d-de1b9466a98e.tif
14,0.051,11412.077,5934.543,16889.611,1.267,c54272f4-adb1-44c0-a96d-de1b9466a98e.tif
15,0.077,6308.877,3578.232,10376.834,1.824,c54272f4-adb1-44c0-a96d-de1b9466a98e.tif
