 ,Area,Mean,Min,Max,Length,file
1,0.026,11434.315,11434.315,11434.315,0.381,bc2ad7ab-36cf-43c5-835e-b0a714c7a939.tif
2,0.051,7944.551,5804.296,10084.806,0.584,bc2ad7ab-36cf-43c5-835e-b0a714c7a939.tif
3,0.051,8331.244,5307.220,11355.268,1.334,bc2ad7ab-36cf-43c5-835e-b0a714c7a939.tif
4,0.051,7912.370,5298.053,10526.687,0.982,bc2ad7ab-36cf-43c5-835e-b0a714c7a939.tif
5,0.026,10155.945,10155.945,10155.945,0.237,bc2ad7ab-36cf-43c5-835e-b0a714c7a939.tif
6,0.026,8713.123,8713.123,8713.123,0.470,bc2ad7ab-36cf-43c5-835e-b0a714c7a939.tif
7,0.026,7469.913,7469.913,7469.913,0.353,bc2ad7ab-36cf-43c5-835e-b0a714c7a939.tif
8,0.051,6985.397,4909.194,9061.600,0.897,bc2ad7ab-36cf-43c5-835e-b0a714c7a939.tif
9,0.051,7673.119,6202.027,9144.212,1.006,bc2ad7ab-36cf-43c5-835e-b0a714c7a939.tif
10,0.077,7818.860,4390.889,9701.354,2.270,bc2ad7ab-36cf-43c5-835e-b0a714c7a939.tif
11,0.077,5224.662,3958.685,7662.424,1.715,bc2ad7ab-36cf-43c5-835e-b0a714c7a939.tif
12,0.051,5971.803,4247.853,7695.753,0.811,bc2ad7ab-36cf-43c5-835e-b0a714c7a939.tif
13,0.077,5875.128,4053.120,7115.631,1.550,bc2ad7ab-36cf-43c5-835e-b0a714c7a939.tif
