 ,Area,Mean,Min,Max,Length,file
1,0.051,10931.244,7497.352,14365.136,1.487,434c3d0b-67b3-490c-8e0b-92257dffb6cc.tif
2,0.051,8652.916,5917.988,11387.844,1.046,434c3d0b-67b3-490c-8e0b-92257dffb6cc.tif
3,0.051,9997.534,6965.975,13029.094,1.015,434c3d0b-67b3-490c-8e0b-92257dffb6cc.tif
4,0.051,8077.637,6228.339,9926.936,1.229,434c3d0b-67b3-490c-8e0b-92257dffb6cc.tif
5,0.077,6716.986,4406.228,10395.338,1.999,434c3d0b-67b3-490c-8e0b-92257dffb6cc.tif
6,0.102,9180.154,6486.955,15401.788,2.605,434c3d0b-67b3-490c-8e0b-92257dffb6cc.tif
7,0.154,9974.531,4288.578,15342.014,4.706,434c3d0b-67b3-490c-8e0b-92257dffb6cc.tif
8,0.051,10289.103,6244.758,14333.447,1.304,434c3d0b-67b3-490c-8e0b-92257dffb6cc.tif
9,0.051,9168.515,6060.967,12276.062,0.754,434c3d0b-67b3-490c-8e0b-92257dffb6cc.tif
10,0.077,8507.871,5330.541,10572.310,2.203,434c3d0b-67b3-490c-8e0b-92257dffb6cc.tif
11,0.077,6744.145,4536.449,9351.227,1.733,434c3d0b-67b3-490c-8e0b-92257dffb6cc.tif
12,0.026,12919.760,12919.760,12919.760,0.457,434c3d0b-67b3-490c-8e0b-92257dffb6cc.tif
13,0.026,14397.418,14397.418,14397.418,0.394,434c3d0b-67b3-490c-8e0b-92257dffb6cc.tif
14,0.051,9267.000,5975.547,12558.454,0.562,434c3d0b-67b3-490c-8e0b-92257dffb6cc.tif
15,0.051,9481.511,5282.842,13680.180,0.897,434c3d0b-67b3-490c-8e0b-92257dffb6cc.tif
16,0.026,10080.614,10080.614,10080.614,0.284,434c3d0b-67b3-490c-8e0b-92257dffb6cc.tif
