 ,Label,Area,Mean,StdDev,Mode,Min,Max,X,Y,IntDen,Median,RawIntDen
1,duplicate,0.000,89,0,89,89,89,1.819,6.877,4.600,89,89
2,duplicate,0.000,37,0,37,37,37,3.183,9.094,1.912,37,37
3,duplicate,0.000,24,0,24,24,24,3.922,9.833,1.240,24,24
4,duplicate,0.000,59,0,59,59,59,8.810,11.424,3.050,59,59
5,duplicate,0.000,16,0,16,16,16,10.856,12.106,0.827,16,16
6,duplicate,0.000,30,0,30,30,30,12.731,13.016,1.551,30,30
7,duplicate,0.000,32,0,32,32,32,14.039,14.380,1.654,32,32
8,duplicate,0.000,23,0,23,23,23,14.778,15.005,1.189,23,23
9,duplicate,0.000,28,0,28,28,28,16.142,16.426,1.447,28,28
10,duplicate,0.000,8,0,8,8,8,24.667,22.166,0.413,8,8
11,duplicate,0.000,40,0,40,40,40,26.031,23.133,2.067,40,40
12,duplicate,0.000,45,0,45,45,45,28.248,25.861,2.326,45,45
13,duplicate,0.000,22,0,22,22,22,29.726,27.225,1.137,22,22
14,duplicate,0.000,55,0,55,55,55,32.795,31.147,2.843,55,55
15,duplicate,0.000,28,0,28,28,28,33.591,32.340,1.447,28,28
16,duplicate,0.000,34,0,34,34,34,34.386,35.239,1.757,34,34
17,duplicate,0.000,46,0,46,46,46,36.148,37.910,2.378,46,46
18,duplicate,0.000,18,0,18,18,18,37.456,39.843,0.930,18,18
19,duplicate,0.000,25,0,25,25,25,36.546,38.820,1.292,25,25
20,duplicate,0.000,15,0,15,15,15,40.979,44.617,0.775,15,15
21,duplicate,0.000,44,0,44,44,44,43.821,48.596,2.274,44,44
22,duplicate,0.000,156,0,156,156,156,48.823,54.620,8.063,156,156
23,duplicate,0.000,17,0,17,17,17,51.608,57.462,0.879,17,17
24,duplicate,0.000,22,0,22,22,22,55.246,61.384,1.137,22,22
25,duplicate,0.000,24,0,24,24,24,56.780,64.396,1.240,24,24
26,duplicate,0.000,69,0,69,69,69,60.304,72.808,3.566,69,69
27,duplicate,0.000,10,0,10,10,10,62.180,77.185,0.517,10,10
28,duplicate,0.000,74,0,74,74,74,66.215,84.858,3.825,74,74
29,duplicate,0.000,13,0,13,13,13,67.181,87.927,0.672,13,13
30,duplicate,0.000,31,0,31,31,31,68.261,90.712,1.602,31,31
31,duplicate,0.000,55,0,55,55,55,68.489,91.337,2.843,55,55
32,duplicate,0.000,17,0,17,17,17,69.625,93.667,0.879,17,17
33,duplicate,0.000,12,0,12,12,12,75.309,100.147,0.620,12,12
34,duplicate,0.000,53,0,53,53,53,79.060,103.671,2.739,53,53
