 ,Label,Area,Mean,StdDev,Mode,Min,Max,X,Y,IntDen,Median,RawIntDen
1,duplicate,0.000,14,0,14,14,14,67.712,11.784,0.724,14,14
2,duplicate,0.000,9,0,9,9,9,68.204,13.035,0.465,9,9
3,duplicate,0.000,35,0,35,35,35,69.493,15.157,1.809,35,35
4,duplicate,0.000,18,0,18,18,18,70.061,15.990,0.930,18,18
5,duplicate,0.000,12,0,12,12,12,71.539,17.013,0.620,12,12
6,duplicate,0.000,9,0,9,9,9,70.592,21.371,0.465,9,9
7,duplicate,0.000,17,0,17,17,17,69.379,23.379,0.879,17,17
8,duplicate,0.000,29,0,29,29,29,66.840,25.463,1.499,29,29
9,duplicate,0.000,18,0,18,18,18,65.325,26.638,0.930,18,18
10,duplicate,0.000,16,0,16,16,16,63.771,29.820,0.827,16,16
11,duplicate,0.000,16,0,16,16,16,63.241,31.298,0.827,16,16
12,duplicate,0.000,28,0,28,28,28,62.483,32.246,1.447,28,28
13,duplicate,0.000,22,0,22,22,22,62.331,32.928,1.137,22,22
14,duplicate,0.000,16,0,16,16,16,61.952,33.572,0.827,16,16
15,duplicate,0.000,17,0,17,17,17,61.384,34.292,0.879,17,17
16,duplicate,0.000,18,0,18,18,18,61.232,35.239,0.930,18,18
17,duplicate,0.000,11,0,11,11,11,59.035,42.059,0.569,11,11
18,duplicate,0.000,20,0,20,20,20,58.466,43.461,1.034,20,20
19,duplicate,0.000,22,0,22,22,22,58.050,44.143,1.137,22,22
20,duplicate,0.000,10,0,10,10,10,56.951,46.455,0.517,10,10
21,duplicate,0.000,16,0,16,16,16,56.382,47.061,0.827,16,16
22,duplicate,0.000,28,0,28,28,28,56.420,48.387,1.447,28,28
23,duplicate,0.000,5,0,5,5,5,56.269,49.676,0.258,5,5
24,duplicate,0.000,12,0,12,12,12,54.185,53.881,0.620,12,12
25,duplicate,0.000,26,0,26,26,26,54.980,57.443,1.344,26,26
26,duplicate,0.000,57,0,57,57,57,54.753,60.702,2.946,57,57
27,duplicate,0.000,20,0,20,20,20,55.018,63.316,1.034,20,20
28,duplicate,0.000,12,0,12,12,12,57.557,69.000,0.620,12,12
29,duplicate,0.000,14,0,14,14,14,59.755,74.115,0.724,14,14
30,duplicate,0.000,19,0,19,19,19,60.209,76.048,0.982,19,19
31,duplicate,0.000,31,0,31,31,31,61.460,83.588,1.602,31,31
32,duplicate,0.000,11,0,11,11,11,61.119,86.695,0.569,11,11
33,duplicate,0.000,14,0,14,14,14,56.458,96.358,0.724,14,14
34,duplicate,0.000,32,0,32,32,32,55.511,97.760,1.654,32,32
35,duplicate,0.000,17,0,17,17,17,53.162,100.867,0.879,17,17
36,duplicate,0.000,8,0,8,8,8,54.639,99.200,0.413,8,8
37,duplicate,0.000,13,0,13,13,13,52.707,102.307,0.672,13,13
38,duplicate,0.000,15,0,15,15,15,51.835,103.064,0.775,15,15
39,duplicate,0.000,10,0,10,10,10,49.221,105.262,0.517,10,10
