 ,Label,Area,Mean,StdDev,Mode,Min,Max,X,Y,IntDen,Median,RawIntDen
1,duplicate,0.000,7,0,7,7,7,3.353,41.548,0.362,7,7
2,duplicate,0.000,10,0,10,10,10,16.255,48.596,0.517,10,10
3,duplicate,0.000,17,0,17,17,17,17.278,49.789,0.879,17,17
4,duplicate,0.000,9,0,9,9,9,19.779,51.437,0.465,9,9
5,duplicate,0.000,9,0,9,9,9,27.111,57.860,0.465,9,9
6,duplicate,0.000,19,0,19,19,19,63.316,67.238,0.982,19,19
7,duplicate,0.000,9,0,9,9,9,65.931,69.227,0.465,9,9
8,duplicate,0.000,8,0,8,8,8,78.833,73.888,0.413,8,8
9,duplicate,0.000,25,0,25,25,25,82.016,74.798,1.292,25,25
10,duplicate,0.000,12,0,12,12,12,87.472,76.105,0.620,12,12
11,duplicate,0.000,5,0,5,5,5,90.144,76.900,0.258,5,5
12,duplicate,0.000,10,0,10,10,10,102.079,83.209,0.517,10,10
13,duplicate,0.000,8,0,8,8,8,104.410,83.835,0.413,8,8
14,duplicate,0.000,53,0,53,53,53,111.798,87.870,2.739,53,53
