 ,Label,Area,Mean,StdDev,Mode,Min,Max,X,Y,IntDen,Median,RawIntDen
1,duplicate,0.000,11,0,11,11,11,84.630,5.570,0.569,11,11
2,duplicate,0.000,9,0,9,9,9,80.311,13.811,0.465,9,9
3,duplicate,0.000,27,0,27,27,27,77.696,17.960,1.396,27,27
4,duplicate,0.000,9,0,9,9,9,74.684,23.872,0.465,9,9
5,duplicate,0.000,129,0,129,129,129,69.739,32.852,6.668,129,129
6,duplicate,0.000,102,0,102,102,102,68.943,35.353,5.272,102,102
7,duplicate,0.000,15,0,15,15,15,64.510,49.619,0.775,15,15
8,duplicate,0.000,12,0,12,12,12,64.794,48.937,0.620,12,12
9,duplicate,0.000,64,0,64,64,64,61.441,52.802,3.308,64,64
10,duplicate,0.000,19,0,19,19,19,59.508,55.075,0.982,19,19
11,duplicate,0.000,23,0,23,23,23,59.508,55.984,1.189,23,23
12,duplicate,0.000,18,0,18,18,18,57.519,57.974,0.930,18,18
13,duplicate,0.000,20,0,20,20,20,56.837,59.281,1.034,20,20
14,duplicate,0.000,12,0,12,12,12,53.143,63.032,0.620,12,12
15,duplicate,0.000,35,0,35,35,35,50.869,66.613,1.809,35,35
16,duplicate,0.000,20,0,20,20,20,49.505,69.625,1.034,20,20
17,duplicate,0.000,14,0,14,14,14,47.686,73.263,0.724,14,14
18,duplicate,0.000,32,0,32,32,32,47.232,74.343,1.654,32,32
19,duplicate,0.000,63,0,63,63,63,44.958,78.719,3.256,63,63
20,duplicate,0.000,23,0,23,23,23,42.116,83.891,1.189,23,23
21,duplicate,0.000,11,0,11,11,11,39.445,90.030,0.569,11,11
22,duplicate,0.000,10,0,10,10,10,39.274,90.826,0.517,10,10
23,duplicate,0.000,12,0,12,12,12,38.820,91.678,0.620,12,12
24,duplicate,0.000,7,0,7,7,7,37.399,94.861,0.362,7,7
25,duplicate,0.000,9,0,9,9,9,36.376,96.509,0.465,9,9
26,duplicate,0.000,26,0,26,26,26,33.761,100.943,1.344,26,26
27,duplicate,0.000,38,0,38,38,38,31.829,104.353,1.964,38,38
28,duplicate,0.000,17,0,17,17,17,31.374,105.887,0.879,17,17
29,duplicate,0.000,8,0,8,8,8,32.568,102.989,0.413,8,8
30,duplicate,0.000,14,0,14,14,14,31.545,108.445,0.724,14,14
