 ,Label,Area,Mean,StdDev,Mode,Min,Max,X,Y,IntDen,Median,RawIntDen
1,duplicate,0.000,8,0,8,8,8,5.722,84.839,0.413,8,8
2,duplicate,0.000,8,0,8,8,8,7.844,83.475,0.413,8,8
3,duplicate,0.000,12,0,12,12,12,9.814,81.883,0.620,12,12
4,duplicate,0.000,11,0,11,11,11,11.784,80.746,0.569,11,11
5,duplicate,0.000,8,0,8,8,8,13.906,79.155,0.413,8,8
6,duplicate,0.000,12,0,12,12,12,20.878,73.699,0.620,12,12
7,duplicate,0.000,10,0,10,10,10,22.091,73.017,0.517,10,10
8,duplicate,0.000,34,0,34,34,34,23.909,71.274,1.757,34,34
9,duplicate,0.000,188,0,188,188,188,26.865,69.303,9.717,188,188
10,duplicate,0.000,20,0,20,20,20,29.669,68.167,1.034,20,20
11,duplicate,0.000,10,0,10,10,10,32.094,66.651,0.517,10,10
12,duplicate,0.000,11,0,11,11,11,33.306,65.969,0.569,11,11
13,duplicate,0.000,23,0,23,23,23,37.020,63.847,1.189,23,23
14,duplicate,0.000,18,0,18,18,18,41.491,62.634,0.930,18,18
15,duplicate,0.000,9,0,9,9,9,45.432,62.862,0.465,9,9
16,duplicate,0.000,12,0,12,12,12,49.372,61.346,0.620,12,12
17,duplicate,0.000,13,0,13,13,13,56.572,59.830,0.672,13,13
18,duplicate,0.000,30,0,30,30,30,57.254,59.527,1.551,30,30
19,duplicate,0.000,15,0,15,15,15,65.741,53.540,0.775,15,15
20,duplicate,0.000,9,0,9,9,9,69.758,50.206,0.465,9,9
21,duplicate,0.000,19,0,19,19,19,70.895,49.145,0.982,19,19
22,duplicate,0.000,14,0,14,14,14,74.987,46.493,0.724,14,14
23,duplicate,0.000,5,0,5,5,5,73.850,47.402,0.258,5,5
24,duplicate,0.000,16,0,16,16,16,76.654,45.811,0.827,16,16
25,duplicate,0.000,13,0,13,13,13,80.292,43.082,0.672,13,13
26,duplicate,0.000,22,0,22,22,22,81.201,42.021,1.137,22,22
27,duplicate,0.000,12,0,12,12,12,83.475,39.748,0.620,12,12
28,duplicate,0.000,30,0,30,30,30,86.658,36.414,1.551,30,30
29,duplicate,0.000,11,0,11,11,11,84.157,38.763,0.569,11,11
30,duplicate,0.000,5,0,5,5,5,87.036,35.580,0.258,5,5
31,duplicate,0.000,10,0,10,10,10,87.794,34.822,0.517,10,10
32,duplicate,0.000,14,0,14,14,14,89.916,32.776,0.724,14,14
33,duplicate,0.000,12,0,12,12,12,91.356,32.321,0.620,12,12
34,duplicate,0.000,15,0,15,15,15,92.114,31.942,0.775,15,15
35,duplicate,0.000,9,0,9,9,9,95.979,30.881,0.465,9,9
36,duplicate,0.000,14,0,14,14,14,99.616,28.381,0.724,14,14
37,duplicate,0.000,8,0,8,8,8,100.602,27.850,0.413,8,8
