 ,Label,Area,Mean,StdDev,Mode,Min,Max,X,Y,IntDen,Median,RawIntDen
1,duplicate,0.000,33,0,33,33,33,4.661,13.982,1.706,33,33
2,duplicate,0.000,11,0,11,11,11,6.820,14.550,0.569,11,11
3,duplicate,0.000,35,0,35,35,35,13.868,17.790,1.809,35,35
4,duplicate,0.000,8,0,8,8,8,11.083,16.767,0.413,8,8
5,duplicate,0.000,14,0,14,14,14,24.724,23.417,0.724,14,14
6,duplicate,0.000,8,0,8,8,8,27.168,24.213,0.413,8,8
7,duplicate,0.000,13,0,13,13,13,30.692,25.577,0.672,13,13
8,duplicate,0.000,11,0,11,11,11,43.367,36.774,0.569,11,11
9,duplicate,0.000,14,0,14,14,14,44.503,38.535,0.724,14,14
10,duplicate,0.000,14,0,14,14,14,50.755,43.878,0.724,14,14
11,duplicate,0.000,15,0,15,15,15,52.688,45.811,0.775,15,15
12,duplicate,0.000,34,0,34,34,34,53.995,46.891,1.757,34,34
13,duplicate,0.000,71,0,71,71,71,62.521,54.620,3.670,71,71
14,duplicate,0.000,18,0,18,18,18,69.284,60.986,0.930,18,18
15,duplicate,0.000,12,0,12,12,12,72.240,62.578,0.620,12,12
16,duplicate,0.000,9,0,9,9,9,74.513,63.260,0.465,9,9
17,duplicate,0.000,14,0,14,14,14,76.787,64.567,0.724,14,14
18,duplicate,0.000,85,0,85,85,85,79.344,65.704,4.393,85,85
19,duplicate,0.000,14,0,14,14,14,84.687,67.068,0.724,14,14
20,duplicate,0.000,45,0,45,45,45,101.340,74.172,2.326,45,45
21,duplicate,0.000,10,0,10,10,10,103.443,74.343,0.517,10,10
22,duplicate,0.000,56,0,56,56,56,110.662,73.604,2.894,56,56
23,duplicate,0.000,5,0,5,5,5,112.026,73.433,0.258,5,5
