 ,Label,Area,Mean,StdDev,Mode,Min,Max,X,Y,IntDen,Median,RawIntDen
1,duplicate,0.000,5,0,5,5,5,49.676,5.968,0.258,5,5
2,duplicate,0.000,9,0,9,9,9,49.278,9.321,0.465,9,9
3,duplicate,0.000,10,0,10,10,10,49.050,27.509,0.517,10,10
4,duplicate,0.000,7,0,7,7,7,49.164,25.804,0.362,7,7
5,duplicate,0.000,10,0,10,10,10,49.789,32.795,0.517,10,10
6,duplicate,0.000,11,0,11,11,11,49.391,34.955,0.569,11,11
7,duplicate,0.000,44,0,44,44,44,49.335,39.161,2.274,44,44
8,duplicate,0.000,60,0,60,60,60,45.867,55.757,3.101,60,60
9,duplicate,0.000,19,0,19,19,19,41.093,89.291,0.982,19,19
10,duplicate,0.000,11,0,11,11,11,40.638,90.541,0.569,11,11
11,duplicate,0.000,15,0,15,15,15,39.956,94.975,0.775,15,15
12,duplicate,0.000,67,0,67,67,67,40.638,101.454,3.463,67,67
13,duplicate,0.000,41,0,41,41,41,41.662,106.001,2.119,41,41
