 ,Label,Area,Mean,StdDev,Mode,Min,Max,X,Y,IntDen,Median,RawIntDen
1,duplicate,0.000,9,0,9,9,9,21.333,12.997,0.465,9,9
2,duplicate,0.000,10,0,10,10,10,24.137,15.270,0.517,10,10
3,duplicate,0.000,8,0,8,8,8,27.774,18.377,0.413,8,8
4,duplicate,0.000,7,0,7,7,7,32.321,21.863,0.362,7,7
5,duplicate,0.000,10,0,10,10,10,33.837,23.455,0.517,10,10
6,duplicate,0.000,11,0,11,11,11,36.414,26.334,0.569,11,11
7,duplicate,0.000,8,0,8,8,8,46.038,33.003,0.413,8,8
8,duplicate,0.000,4,0,4,4,4,54.753,38.990,0.207,4,4
9,duplicate,0.000,10,0,10,10,10,58.542,43.992,0.517,10,10
10,duplicate,0.000,4,0,4,4,4,59.603,45.053,0.207,4,4
11,duplicate,0.000,5,0,5,5,5,60.285,47.629,0.258,5,5
12,duplicate,0.000,20,0,20,20,20,60.967,49.448,1.034,20,20
13,duplicate,0.000,14,0,14,14,14,61.498,50.301,0.724,14,14
14,duplicate,0.000,14,0,14,14,14,63.714,54.961,0.724,14,14
15,duplicate,0.000,3,0,3,3,3,63.544,54.393,0.155,3,3
16,duplicate,0.000,17,0,17,17,17,65.419,57.349,0.879,17,17
17,duplicate,0.000,5,0,5,5,5,66.556,58.087,0.258,5,5
18,duplicate,0.000,10,0,10,10,10,67.920,63.032,0.517,10,10
19,duplicate,0.000,9,0,9,9,9,70.421,67.238,0.465,9,9
20,duplicate,0.000,10,0,10,10,10,74.570,75.650,0.517,10,10
21,duplicate,0.000,14,0,14,14,14,74.968,76.957,0.724,14,14
22,duplicate,0.000,12,0,12,12,12,75.764,79.970,0.620,12,12
23,duplicate,0.000,22,0,22,22,22,72.638,96.225,1.137,22,22
24,duplicate,0.000,9,0,9,9,9,71.501,111.798,0.465,9,9
