 ,Label,Area,Mean,StdDev,Mode,Min,Max,X,Y,IntDen,Median,RawIntDen
1,duplicate,0.000,11,0,11,11,11,9.094,73.206,0.569,11,11
2,duplicate,0.000,10,0,10,10,10,18.245,72.581,0.517,10,10
3,duplicate,0.000,13,0,13,13,13,25.179,69.398,0.672,13,13
4,duplicate,0.000,48,0,48,48,48,29.044,68.545,2.481,48,48
5,duplicate,0.000,15,0,15,15,15,32.738,65.988,0.775,15,15
6,duplicate,0.000,13,0,13,13,13,37.001,64.794,0.672,13,13
7,duplicate,0.000,9,0,9,9,9,41.036,64.737,0.465,9,9
8,duplicate,0.000,9,0,9,9,9,45.526,64.510,0.465,9,9
9,duplicate,0.000,11,0,11,11,11,49.448,64.965,0.569,11,11
10,duplicate,0.000,11,0,11,11,11,55.530,65.476,0.569,11,11
11,duplicate,0.000,10,0,10,10,10,67.068,62.578,0.517,10,10
12,duplicate,0.000,20,0,20,20,20,77.526,60.475,1.034,20,20
13,duplicate,0.000,15,0,15,15,15,88.893,60.247,0.775,15,15
14,duplicate,0.000,7,0,7,7,7,98.555,57.462,0.362,7,7
15,duplicate,0.000,9,0,9,9,9,96.907,58.031,0.465,9,9
16,duplicate,0.000,12,0,12,12,12,103.330,56.325,0.620,12,12
17,duplicate,0.000,13,0,13,13,13,108.559,53.199,0.672,13,13
18,duplicate,0.000,8,0,8,8,8,83.494,61.668,0.413,8,8
19,duplicate,0.000,8,0,8,8,8,111.287,50.983,0.413,8,8
