 ,Label,Area,Mean,StdDev,Mode,Min,Max,X,Y,IntDen,Median,RawIntDen
1,duplicate,0.000,21,0,21,21,21,18.302,64.984,1.085,21,21
2,duplicate,0.000,11,0,11,11,11,16.937,64.453,0.569,11,11
3,duplicate,0.000,21,0,21,21,21,20.499,64.832,1.085,21,21
4,duplicate,0.000,12,0,12,12,12,35.201,63.847,0.620,12,12
5,duplicate,0.000,17,0,17,17,17,37.323,63.695,0.879,17,17
6,duplicate,0.000,29,0,29,29,29,46.493,63.847,1.499,29,29
7,duplicate,0.000,24,0,24,24,24,47.554,63.620,1.240,24,24
8,duplicate,0.000,23,0,23,23,23,61.119,63.165,1.189,23,23
9,duplicate,0.000,22,0,22,22,22,67.484,62.634,1.137,22,22
10,duplicate,0.000,9,0,9,9,9,71.046,62.180,0.465,9,9
11,duplicate,0.000,38,0,38,38,38,73.774,62.028,1.964,38,38
12,duplicate,0.000,33,0,33,33,33,86.203,62.255,1.706,33,33
13,duplicate,0.000,14,0,14,14,14,88.552,62.028,0.724,14,14
14,duplicate,0.000,20,0,20,20,20,105.073,60.058,1.034,20,20
