 ,Label,Area,Mean,StdDev,Mode,Min,Max,X,Y,IntDen,Median,RawIntDen
1,duplicate,0.000,31,0,31,31,31,5.343,68.697,1.602,31,31
2,duplicate,0.000,14,0,14,14,14,12.466,65.287,0.724,14,14
3,duplicate,0.000,10,0,10,10,10,21.484,61.573,0.517,10,10
4,duplicate,0.000,35,0,35,35,35,33.761,57.709,1.809,35,35
5,duplicate,0.000,9,0,9,9,9,26.941,59.527,0.465,9,9
6,duplicate,0.000,130,0,130,130,130,48.387,53.465,6.719,130,130
7,duplicate,0.000,9,0,9,9,9,46.095,54.336,0.465,9,9
8,duplicate,0.000,7,0,7,7,7,50.699,52.745,0.362,7,7
9,duplicate,0.000,10,0,10,10,10,56.212,55.302,0.517,10,10
10,duplicate,0.000,16,0,16,16,16,62.975,55.984,0.827,16,16
11,duplicate,0.000,10,0,10,10,10,70.251,56.382,0.517,10,10
12,duplicate,0.000,7,0,7,7,7,83.607,55.928,0.362,7,7
13,duplicate,0.000,10,0,10,10,10,94.122,57.462,0.517,10,10
14,duplicate,0.000,10,0,10,10,10,112.367,60.816,0.517,10,10
