 ,Label,Area,Mean,StdDev,Mode,Min,Max,X,Y,IntDen,Median,RawIntDen
1,duplicate,0.000,11,0,11,11,11,13.016,35.296,0.569,11,11
2,duplicate,0.000,7,0,7,7,7,14.721,35.466,0.362,7,7
3,duplicate,0.000,6,0,6,6,6,17.733,35.921,0.310,6,6
4,duplicate,0.000,7,0,7,7,7,19.950,36.546,0.362,7,7
5,duplicate,0.000,14,0,14,14,14,20.632,37.058,0.724,14,14
6,duplicate,0.000,21,0,21,21,21,26.316,39.445,1.085,21,21
7,duplicate,0.000,8,0,8,8,8,27.225,39.900,0.413,8,8
8,duplicate,0.000,11,0,11,11,11,25.577,38.933,0.569,11,11
9,duplicate,0.000,8,0,8,8,8,32.511,42.969,0.413,8,8
10,duplicate,0.000,13,0,13,13,13,35.353,44.503,0.672,13,13
11,duplicate,0.000,8,0,8,8,8,42.514,48.255,0.413,8,8
12,duplicate,0.000,9,0,9,9,9,50.585,52.631,0.465,9,9
13,duplicate,0.000,35,0,35,35,35,53.427,54.564,1.809,35,35
14,duplicate,0.000,6,0,6,6,6,57.633,56.667,0.310,6,6
15,duplicate,0.000,7,0,7,7,7,58.826,57.576,0.362,7,7
16,duplicate,0.000,10,0,10,10,10,59.849,58.713,0.517,10,10
17,duplicate,0.000,13,0,13,13,13,60.702,59.281,0.672,13,13
18,duplicate,0.000,14,0,14,14,14,76.559,64.510,0.724,14,14
19,duplicate,0.000,9,0,9,9,9,78.378,64.965,0.465,9,9
20,duplicate,0.000,10,0,10,10,10,79.401,65.306,0.517,10,10
21,duplicate,0.000,11,0,11,11,11,81.618,65.988,0.569,11,11
22,duplicate,0.000,8,0,8,8,8,83.323,66.783,0.413,8,8
23,duplicate,0.000,9,0,9,9,9,84.744,66.954,0.465,9,9
24,duplicate,0.000,7,0,7,7,7,91.905,70.535,0.362,7,7
25,duplicate,0.000,15,0,15,15,15,99.522,74.115,0.775,15,15
26,duplicate,0.000,18,0,18,18,18,109.525,86.108,0.930,18,18
