 ,Label,Area,Mean,StdDev,Mode,Min,Max,X,Y,IntDen,Median,RawIntDen
1,duplicate,0.000,24,0,24,24,24,39.786,3.922,1.240,24,24
2,duplicate,0.000,13,0,13,13,13,39.786,6.195,0.672,13,13
3,duplicate,0.000,14,0,14,14,14,39.502,7.559,0.724,14,14
4,duplicate,0.000,50,0,50,50,50,36.717,12.788,2.584,50,50
5,duplicate,0.000,8,0,8,8,8,39.672,17.278,0.413,8,8
6,duplicate,0.000,11,0,11,11,11,38.024,15.630,0.569,11,11
7,duplicate,0.000,188,0,188,188,188,41.662,20.973,9.717,188,188
8,duplicate,0.000,8,0,8,8,8,43.367,23.758,0.413,8,8
9,duplicate,0.000,11,0,11,11,11,44.106,25.918,0.569,11,11
10,duplicate,0.000,12,0,12,12,12,44.219,27.054,0.620,12,12
11,duplicate,0.000,14,0,14,14,14,44.958,28.532,0.724,14,14
12,duplicate,0.000,20,0,20,20,20,45.413,29.896,1.034,20,20
13,duplicate,0.000,13,0,13,13,13,46.095,37.228,0.672,13,13
14,duplicate,0.000,9,0,9,9,9,46.322,39.218,0.465,9,9
15,duplicate,0.000,17,0,17,17,17,46.663,40.468,0.879,17,17
16,duplicate,0.000,9,0,9,9,9,46.891,42.798,0.465,9,9
17,duplicate,0.000,12,0,12,12,12,46.663,43.878,0.620,12,12
18,duplicate,0.000,8,0,8,8,8,47.459,49.960,0.413,8,8
19,duplicate,0.000,14,0,14,14,14,47.345,52.574,0.724,14,14
20,duplicate,0.000,12,0,12,12,12,48.368,56.269,0.620,12,12
21,duplicate,0.000,17,0,17,17,17,50.187,64.851,0.879,17,17
22,duplicate,0.000,21,0,21,21,21,50.414,65.533,1.085,21,21
23,duplicate,0.000,18,0,18,18,18,50.642,66.442,0.930,18,18
24,duplicate,0.000,15,0,15,15,15,51.324,70.137,0.775,15,15
25,duplicate,0.000,22,0,22,22,22,52.233,73.718,1.137,22,22
26,duplicate,0.000,6,0,6,6,6,51.949,72.808,0.310,6,6
27,duplicate,0.000,19,0,19,19,19,52.802,77.696,0.982,19,19
28,duplicate,0.000,12,0,12,12,12,52.858,81.447,0.620,12,12
29,duplicate,0.000,17,0,17,17,17,53.370,82.698,0.879,17,17
30,duplicate,0.000,16,0,16,16,16,52.915,85.369,0.827,16,16
31,duplicate,0.000,10,0,10,10,10,54.166,90.314,0.517,10,10
32,duplicate,0.000,28,0,28,28,28,54.961,93.213,1.447,28,28
33,duplicate,0.000,9,0,9,9,9,54.848,92.360,0.465,9,9
34,duplicate,0.000,81,0,81,81,81,55.416,94.690,4.187,81,81
35,duplicate,0.000,45,0,45,45,45,55.814,95.770,2.326,45,45
36,duplicate,0.000,15,0,15,15,15,55.189,98.214,0.775,15,15
37,duplicate,0.000,97,0,97,97,97,54.677,105.944,5.014,97,97
38,duplicate,0.000,12,0,12,12,12,54.734,107.138,0.620,12,12
39,duplicate,0.000,23,0,23,23,23,56.667,111.287,1.189,23,23
40,duplicate,0.000,8,0,8,8,8,56.723,112.253,0.413,8,8
41,duplicate,0.000,4,0,4,4,4,56.269,110.321,0.207,4,4
42,duplicate,0.000,7,0,7,7,7,55.530,109.127,0.362,7,7
