 ,Label,Area,Mean,StdDev,Mode,Min,Max,X,Y,IntDen,Median,RawIntDen
1,duplicate,0.000,15,0,15,15,15,17.468,14.058,0.775,15,15
2,duplicate,0.000,11,0,11,11,11,32.170,33.837,0.569,11,11
3,duplicate,0.000,7,0,7,7,7,42.931,48.311,0.362,7,7
4,duplicate,0.000,7,0,7,7,7,47.326,57.936,0.362,7,7
5,duplicate,0.000,10,0,10,10,10,50.661,62.028,0.517,10,10
6,duplicate,0.000,9,0,9,9,9,54.450,68.924,0.465,9,9
7,duplicate,0.000,6,0,6,6,6,55.814,71.653,0.310,6,6
8,duplicate,0.000,16,0,16,16,16,56.344,72.941,0.827,16,16
9,duplicate,0.000,12,0,12,12,12,57.330,74.760,0.620,12,12
10,duplicate,0.000,48,0,48,48,48,60.134,80.974,2.481,48,48
11,duplicate,0.000,7,0,7,7,7,59.148,78.852,0.362,7,7
12,duplicate,0.000,5,0,5,5,5,61.725,89.083,0.258,5,5
13,duplicate,0.000,12,0,12,12,12,64.756,96.737,0.620,12,12
14,duplicate,0.000,10,0,10,10,10,70.288,106.816,0.517,10,10
15,duplicate,0.000,29,0,29,29,29,70.895,108.862,1.499,29,29
