 ,Label,Area,Mean,StdDev,Mode,Min,Max,X,Y,IntDen,Median,RawIntDen
1,duplicate,0.000,5,0,5,5,5,10.344,69.910,0.258,5,5
2,duplicate,0.000,11,0,11,11,11,15.573,66.878,0.569,11,11
3,duplicate,0.000,9,0,9,9,9,21.030,65.666,0.465,9,9
4,duplicate,0.000,8,0,8,8,8,22.166,65.059,0.413,8,8
5,duplicate,0.000,11,0,11,11,11,33.231,61.801,0.569,11,11
6,duplicate,0.000,4,0,4,4,4,36.944,60.967,0.207,4,4
7,duplicate,0.000,91,0,91,91,91,40.051,60.285,4.704,91,91
8,duplicate,0.000,68,0,68,68,68,46.872,58.391,3.515,68,68
9,duplicate,0.000,6,0,6,6,6,48.084,58.391,0.310,6,6
10,duplicate,0.000,4,0,4,4,4,48.615,58.163,0.207,4,4
11,duplicate,0.000,10,0,10,10,10,49.372,57.330,0.517,10,10
12,duplicate,0.000,3,0,3,3,3,50.130,57.102,0.155,3,3
13,duplicate,0.000,12,0,12,12,12,61.346,52.025,0.620,12,12
14,duplicate,0.000,15,0,15,15,15,72.031,45.508,0.775,15,15
15,duplicate,0.000,5,0,5,5,5,76.275,43.537,0.258,5,5
16,duplicate,0.000,10,0,10,10,10,84.839,40.885,0.517,10,10
17,duplicate,0.000,13,0,13,13,13,96.206,34.595,0.672,13,13
