 ,Label,Area,Mean,StdDev,Mode,Min,Max,X,Y,IntDen,Median,RawIntDen
1,duplicate,0.000,25,0,25,25,25,6.707,45.924,1.292,25,25
2,duplicate,0.000,5,0,5,5,5,12.049,46.265,0.258,5,5
3,duplicate,0.000,10,0,10,10,10,13.584,46.834,0.517,10,10
4,duplicate,0.000,12,0,12,12,12,22.053,47.800,0.620,12,12
5,duplicate,0.000,7,0,7,7,7,26.429,49.221,0.362,7,7
6,duplicate,0.000,11,0,11,11,11,28.419,50.244,0.569,11,11
7,duplicate,0.000,7,0,7,7,7,39.502,53.029,0.362,7,7
8,duplicate,0.000,11,0,11,11,11,45.981,55.302,0.569,11,11
9,duplicate,0.000,42,0,42,42,42,50.187,56.269,2.171,42,42
10,duplicate,0.000,17,0,17,17,17,65.647,57.405,0.879,17,17
11,duplicate,0.000,13,0,13,13,13,69.341,58.087,0.672,13,13
12,duplicate,0.000,23,0,23,23,23,72.410,58.485,1.189,23,23
13,duplicate,0.000,6,0,6,6,6,76.957,60.702,0.310,6,6
14,duplicate,0.000,13,0,13,13,13,90.257,61.952,0.672,13,13
15,duplicate,0.000,9,0,9,9,9,93.383,63.316,0.465,9,9
16,duplicate,0.000,6,0,6,6,6,96.452,63.771,0.310,6,6
17,duplicate,0.000,13,0,13,13,13,114.299,69.171,0.672,13,13
