 ,Label,Area,Mean,StdDev,Mode,Min,Max,X,Y,IntDen,Median,RawIntDen
1,duplicate,0.000,11,0,11,11,11,36.092,2.501,0.569,11,11
2,duplicate,0.000,13,0,13,13,13,36.433,3.865,0.672,13,13
3,duplicate,0.000,27,0,27,27,27,36.319,10.231,1.396,27,27
4,duplicate,0.000,10,0,10,10,10,37.058,12.220,0.517,10,10
5,duplicate,0.000,19,0,19,19,19,38.592,16.255,0.982,19,19
6,duplicate,0.000,12,0,12,12,12,39.047,16.994,0.620,12,12
7,duplicate,0.000,10,0,10,10,10,40.241,22.451,0.517,10,10
8,duplicate,0.000,8,0,8,8,8,40.070,24.042,0.413,8,8
9,duplicate,0.000,13,0,13,13,13,40.752,28.248,0.672,13,13
10,duplicate,0.000,15,0,15,15,15,40.979,31.260,0.775,15,15
11,duplicate,0.000,15,0,15,15,15,41.434,33.648,0.775,15,15
12,duplicate,0.000,8,0,8,8,8,41.775,35.807,0.413,8,8
13,duplicate,0.000,11,0,11,11,11,42.741,37.342,0.569,11,11
14,duplicate,0.000,10,0,10,10,10,43.878,40.013,0.517,10,10
15,duplicate,0.000,16,0,16,16,16,44.503,40.979,0.827,16,16
16,duplicate,0.000,8,0,8,8,8,49.050,48.425,0.413,8,8
17,duplicate,0.000,9,0,9,9,9,46.095,44.617,0.465,9,9
18,duplicate,0.000,6,0,6,6,6,50.585,50.642,0.310,6,6
19,duplicate,0.000,15,0,15,15,15,51.437,52.290,0.775,15,15
20,duplicate,0.000,11,0,11,11,11,52.120,53.881,0.569,11,11
21,duplicate,0.000,12,0,12,12,12,53.313,55.075,0.620,12,12
22,duplicate,0.000,30,0,30,30,30,54.336,57.178,1.551,30,30
23,duplicate,0.000,11,0,11,11,11,55.302,58.201,0.569,11,11
24,duplicate,0.000,10,0,10,10,10,56.951,59.849,0.517,10,10
25,duplicate,0.000,13,0,13,13,13,57.519,61.384,0.672,13,13
26,duplicate,0.000,11,0,11,11,11,58.485,62.578,0.569,11,11
27,duplicate,0.000,10,0,10,10,10,61.839,72.467,0.517,10,10
28,duplicate,0.000,19,0,19,19,19,62.975,75.252,0.982,19,19
29,duplicate,0.000,14,0,14,14,14,64.794,80.481,0.724,14,14
30,duplicate,0.000,11,0,11,11,11,66.101,87.017,0.569,11,11
31,duplicate,0.000,10,0,10,10,10,66.329,89.461,0.517,10,10
32,duplicate,0.000,11,0,11,11,11,67.295,91.167,0.569,11,11
33,duplicate,0.000,8,0,8,8,8,67.522,91.905,0.413,8,8
34,duplicate,0.000,13,0,13,13,13,68.148,93.952,0.672,13,13
35,duplicate,0.000,14,0,14,14,14,69.114,95.429,0.724,14,14
36,duplicate,0.000,11,0,11,11,11,69.171,97.078,0.569,11,11
37,duplicate,0.000,12,0,12,12,12,71.103,102.022,0.620,12,12
38,duplicate,0.000,14,0,14,14,14,71.899,105.035,0.724,14,14
39,duplicate,0.000,10,0,10,10,10,72.751,106.228,0.517,10,10
40,duplicate,0.000,12,0,12,12,12,75.195,108.900,0.620,12,12
41,duplicate,0.000,21,0,21,21,21,76.162,110.832,1.085,21,21
42,duplicate,0.000,22,0,22,22,22,77.753,112.821,1.137,22,22
