 ,Label,Area,Mean,StdDev,Mode,Min,Max,X,Y,IntDen,Median,RawIntDen
1,duplicate,0.000,14,0,14,14,14,10.060,7.730,0.724,14,14
2,duplicate,0.000,11,0,11,11,11,15.517,13.073,0.569,11,11
3,duplicate,0.000,8,0,8,8,8,23.587,21.712,0.413,8,8
4,duplicate,0.000,36,0,36,36,36,23.360,23.644,1.861,36,36
5,duplicate,0.000,22,0,22,22,22,26.088,35.409,1.137,22,22
6,duplicate,0.000,7,0,7,7,7,26.998,35.978,0.362,7,7
7,duplicate,0.000,11,0,11,11,11,43.594,48.652,0.569,11,11
8,duplicate,0.000,8,0,8,8,8,44.731,49.562,0.413,8,8
9,duplicate,0.000,18,0,18,18,18,47.288,51.153,0.930,18,18
10,duplicate,0.000,16,0,16,16,16,53.597,57.235,0.827,16,16
11,duplicate,0.000,14,0,14,14,14,56.667,58.599,0.724,14,14
12,duplicate,0.000,12,0,12,12,12,59.793,62.975,0.620,12,12
13,duplicate,0.000,18,0,18,18,18,63.487,69.341,0.930,18,18
14,duplicate,0.000,24,0,24,24,24,66.556,74.343,1.240,24,24
15,duplicate,0.000,14,0,14,14,14,67.522,77.355,0.724,14,14
16,duplicate,0.000,20,0,20,20,20,68.886,81.106,1.034,20,20
