 ,Label,Area,Mean,StdDev,Mode,Min,Max,X,Y,IntDen,Median,RawIntDen
1,duplicate,0.000,11,0,11,11,11,48.880,4.092,0.569,11,11
2,duplicate,0.000,10,0,10,10,10,50.471,6.877,0.517,10,10
3,duplicate,0.000,31,0,31,31,31,50.642,8.639,1.602,31,31
4,duplicate,0.000,16,0,16,16,16,52.858,12.163,0.827,16,16
5,duplicate,0.000,27,0,27,27,27,54.052,15.289,1.396,27,27
6,duplicate,0.000,14,0,14,14,14,54.564,21.428,0.724,14,14
7,duplicate,0.000,13,0,13,13,13,55.246,23.190,0.672,13,13
8,duplicate,0.000,8,0,8,8,8,54.961,26.486,0.413,8,8
9,duplicate,0.000,13,0,13,13,13,54.961,28.930,0.672,13,13
10,duplicate,0.000,62,0,62,62,62,54.620,29.783,3.205,62,62
11,duplicate,0.000,13,0,13,13,13,54.507,33.079,0.672,13,13
12,duplicate,0.000,16,0,16,16,16,53.654,38.706,0.827,16,16
13,duplicate,0.000,15,0,15,15,15,55.473,45.299,0.775,15,15
14,duplicate,0.000,12,0,12,12,12,55.871,47.686,0.620,12,12
15,duplicate,0.000,10,0,10,10,10,54.961,55.757,0.517,10,10
16,duplicate,0.000,21,0,21,21,21,54.393,57.860,1.085,21,21
17,duplicate,0.000,16,0,16,16,16,53.654,60.702,0.827,16,16
18,duplicate,0.000,13,0,13,13,13,53.938,62.691,0.672,13,13
19,duplicate,0.000,10,0,10,10,10,54.393,64.794,0.517,10,10
20,duplicate,0.000,8,0,8,8,8,54.905,68.204,0.413,8,8
21,duplicate,0.000,10,0,10,10,10,55.132,69.966,0.517,10,10
22,duplicate,0.000,11,0,11,11,11,55.075,74.854,0.569,11,11
23,duplicate,0.000,16,0,16,16,16,55.643,77.639,0.827,16,16
24,duplicate,0.000,17,0,17,17,17,55.643,79.174,0.879,17,17
25,duplicate,0.000,19,0,19,19,19,55.700,82.925,0.982,19,19
26,duplicate,0.000,9,0,9,9,9,55.132,84.176,0.465,9,9
27,duplicate,0.000,20,0,20,20,20,55.473,87.586,1.034,20,20
28,duplicate,0.000,48,0,48,48,48,55.530,95.259,2.481,48,48
29,duplicate,0.000,18,0,18,18,18,55.189,90.655,0.930,18,18
30,duplicate,0.000,111,0,111,111,111,55.416,98.612,5.737,111,111
31,duplicate,0.000,17,0,17,17,17,55.530,101.227,0.879,17,17
32,duplicate,0.000,17,0,17,17,17,55.246,102.307,0.879,17,17
33,duplicate,0.000,18,0,18,18,18,55.018,105.205,0.930,18,18
34,duplicate,0.000,11,0,11,11,11,54.905,105.944,0.569,11,11
