 ,Label,Area,Mean,StdDev,Mode,Min,Max,X,Y,IntDen,Median,RawIntDen
1,duplicate,0.000,20,0,20,20,20,5.627,48.994,1.034,20,20
2,duplicate,0.000,30,0,30,30,30,15.062,50.414,1.551,30,30
3,duplicate,0.000,4,0,4,4,4,16.710,50.244,0.207,4,4
4,duplicate,0.000,7,0,7,7,7,19.666,49.960,0.362,7,7
5,duplicate,0.000,6,0,6,6,6,27.452,51.722,0.310,6,6
6,duplicate,0.000,10,0,10,10,10,41.434,51.324,0.517,10,10
7,duplicate,0.000,12,0,12,12,12,45.583,51.437,0.620,12,12
8,duplicate,0.000,8,0,8,8,8,49.903,51.551,0.413,8,8
9,duplicate,0.000,12,0,12,12,12,52.120,52.120,0.620,12,12
10,duplicate,0.000,5,0,5,5,5,69.910,58.713,0.258,5,5
11,duplicate,0.000,15,0,15,15,15,78.435,60.247,0.775,15,15
12,duplicate,0.000,9,0,9,9,9,79.344,60.020,0.465,9,9
13,duplicate,0.000,34,0,34,34,34,80.652,59.963,1.757,34,34
14,duplicate,0.000,15,0,15,15,15,83.209,60.077,0.775,15,15
15,duplicate,0.000,17,0,17,17,17,86.335,59.793,0.879,17,17
16,duplicate,0.000,10,0,10,10,10,91.792,58.656,0.517,10,10
17,duplicate,0.000,5,0,5,5,5,109.525,54.620,0.258,5,5
18,duplicate,0.000,10,0,10,10,10,102.420,56.212,0.517,10,10
