 ,Label,Area,Mean,StdDev,Mode,Min,Max,X,Y,IntDen,Median,RawIntDen
1,duplicate,0.000,20,0,20,20,20,18.472,103.387,1.034,20,20
2,duplicate,0.000,20,0,20,20,20,20.007,101.284,1.034,20,20
3,duplicate,0.000,24,0,24,24,24,20.234,100.943,1.240,24,24
4,duplicate,0.000,18,0,18,18,18,24.213,97.078,0.930,18,18
5,duplicate,0.000,18,0,18,18,18,25.633,95.486,0.930,18,18
6,duplicate,0.000,19,0,19,19,19,33.079,85.938,0.982,19,19
7,duplicate,0.000,12,0,12,12,12,38.194,76.559,0.620,12,12
8,duplicate,0.000,9,0,9,9,9,40.752,72.126,0.465,9,9
9,duplicate,0.000,33,0,33,33,33,43.139,69.682,1.706,33,33
10,duplicate,0.000,69,0,69,69,69,43.196,69.000,3.566,69,69
11,duplicate,0.000,17,0,17,17,17,45.924,66.954,0.879,17,17
12,duplicate,0.000,25,0,25,25,25,48.425,64.396,1.292,25,25
13,duplicate,0.000,15,0,15,15,15,51.040,61.952,0.775,15,15
14,duplicate,0.000,17,0,17,17,17,55.473,58.144,0.879,17,17
15,duplicate,0.000,12,0,12,12,12,57.405,55.530,0.620,12,12
16,duplicate,0.000,15,0,15,15,15,62.748,49.278,0.775,15,15
17,duplicate,0.000,9,0,9,9,9,66.272,45.697,0.465,9,9
18,duplicate,0.000,28,0,28,28,28,67.750,44.106,1.447,28,28
19,duplicate,0.000,10,0,10,10,10,72.183,40.184,0.517,10,10
20,duplicate,0.000,20,0,20,20,20,74.741,37.740,1.034,20,20
21,duplicate,0.000,47,0,47,47,47,80.424,29.669,2.429,47,47
22,duplicate,0.000,39,0,39,39,39,79.742,29.612,2.016,39,39
23,duplicate,0.000,54,0,54,54,54,81.447,27.736,2.791,54,54
24,duplicate,0.000,13,0,13,13,13,83.948,25.577,0.672,13,13
25,duplicate,0.000,11,0,11,11,11,84.687,23.928,0.569,11,11
26,duplicate,0.000,9,0,9,9,9,91.223,14.152,0.465,9,9
27,duplicate,0.000,15,0,15,15,15,92.531,12.731,0.775,15,15
