 ,Label,Area,Mean,StdDev,Mode,Min,Max,X,Y,IntDen,Median,RawIntDen
1,duplicate,0.000,11,0,11,11,11,5.627,32.113,0.569,11,11
2,duplicate,0.000,10,0,10,10,10,7.105,32.795,0.517,10,10
3,duplicate,0.000,18,0,18,18,18,14.323,36.830,0.930,18,18
4,duplicate,0.000,16,0,16,16,16,22.507,38.194,0.827,16,16
5,duplicate,0.000,15,0,15,15,15,24.724,38.592,0.775,15,15
6,duplicate,0.000,16,0,16,16,16,29.896,41.491,0.827,16,16
7,duplicate,0.000,19,0,19,19,19,30.806,41.775,0.982,19,19
8,duplicate,0.000,6,0,6,6,6,33.136,43.594,0.310,6,6
9,duplicate,0.000,10,0,10,10,10,33.818,43.708,0.517,10,10
10,duplicate,0.000,12,0,12,12,12,42.116,49.050,0.620,12,12
11,duplicate,0.000,9,0,9,9,9,43.594,50.244,0.465,9,9
12,duplicate,0.000,15,0,15,15,15,44.560,50.869,0.775,15,15
13,duplicate,0.000,15,0,15,15,15,49.505,53.313,0.775,15,15
14,duplicate,0.000,9,0,9,9,9,50.812,53.654,0.465,9,9
15,duplicate,0.000,20,0,20,20,20,57.690,55.757,1.034,20,20
16,duplicate,0.000,13,0,13,13,13,63.032,59.338,0.672,13,13
17,duplicate,0.000,18,0,18,18,18,64.624,61.782,0.930,18,18
18,duplicate,0.000,12,0,12,12,12,65.874,62.350,0.620,12,12
19,duplicate,0.000,12,0,12,12,12,69.341,64.396,0.620,12,12
20,duplicate,0.000,14,0,14,14,14,74.059,66.727,0.724,14,14
21,duplicate,0.000,13,0,13,13,13,84.744,71.160,0.672,13,13
22,duplicate,0.000,19,0,19,19,19,89.405,73.831,0.982,19,19
23,duplicate,0.000,15,0,15,15,15,91.451,75.480,0.775,15,15
24,duplicate,0.000,14,0,14,14,14,94.690,77.071,0.724,14,14
25,duplicate,0.000,10,0,10,10,10,93.042,76.218,0.517,10,10
26,duplicate,0.000,8,0,8,8,8,97.419,78.833,0.413,8,8
27,duplicate,0.000,15,0,15,15,15,99.578,80.083,0.775,15,15
28,duplicate,0.000,9,0,9,9,9,100.999,80.595,0.465,9,9
29,duplicate,0.000,11,0,11,11,11,102.989,81.788,0.569,11,11
30,duplicate,0.000,14,0,14,14,14,109.298,84.573,0.724,14,14
31,duplicate,0.000,11,0,11,11,11,113.617,86.051,0.569,11,11
