 ,Label,Area,Mean,StdDev,Mode,Min,Max,X,Y,IntDen,Median,RawIntDen
1,duplicate,0.000,7,0,7,7,7,60.645,5.343,0.362,7,7
2,duplicate,0.000,7,0,7,7,7,62.009,6.650,0.362,7,7
3,duplicate,0.000,5,0,5,5,5,67.522,12.390,0.258,5,5
4,duplicate,0.000,12,0,12,12,12,68.091,16.937,0.620,12,12
5,duplicate,0.000,6,0,6,6,6,66.783,23.531,0.310,6,6
6,duplicate,0.000,5,0,5,5,5,66.442,32.965,0.258,5,5
7,duplicate,0.000,4,0,4,4,4,66.727,34.727,0.207,4,4
8,duplicate,0.000,11,0,11,11,11,66.556,38.422,0.569,11,11
9,duplicate,0.000,31,0,31,31,31,64.681,43.026,1.602,31,31
10,duplicate,0.000,23,0,23,23,23,57.121,56.212,1.189,23,23
11,duplicate,0.000,15,0,15,15,15,58.372,53.711,0.775,15,15
12,duplicate,0.000,7,0,7,7,7,56.098,57.917,0.362,7,7
13,duplicate,0.000,18,0,18,18,18,56.667,58.428,0.930,18,18
14,duplicate,0.000,3,0,3,3,3,56.269,62.521,0.155,3,3
15,duplicate,0.000,11,0,11,11,11,55.473,68.943,0.569,11,11
16,duplicate,0.000,9,0,9,9,9,52.176,75.991,0.465,9,9
17,duplicate,0.000,17,0,17,17,17,51.381,78.321,0.879,17,17
18,duplicate,0.000,8,0,8,8,8,48.937,81.845,0.413,8,8
19,duplicate,0.000,9,0,9,9,9,48.027,84.062,0.465,9,9
20,duplicate,0.000,12,0,12,12,12,47.629,85.710,0.620,12,12
21,duplicate,0.000,10,0,10,10,10,46.891,88.097,0.517,10,10
22,duplicate,0.000,13,0,13,13,13,46.720,88.950,0.672,13,13
23,duplicate,0.000,15,0,15,15,15,45.129,94.975,0.775,15,15
24,duplicate,0.000,9,0,9,9,9,40.468,102.136,0.465,9,9
25,duplicate,0.000,13,0,13,13,13,35.012,109.809,0.672,13,13
26,duplicate,0.000,9,0,9,9,9,33.477,111.912,0.465,9,9
