 ,Label,Area,Mean,StdDev,Mode,Min,Max,X,Y,IntDen,Median,RawIntDen
1,duplicate,0.000,10,0,10,10,10,4.092,57.803,0.517,10,10
2,duplicate,0.000,9,0,9,9,9,5.172,57.519,0.465,9,9
3,duplicate,0.000,22,0,22,22,22,6.138,57.292,1.137,22,22
4,duplicate,0.000,9,0,9,9,9,10.685,56.837,0.465,9,9
5,duplicate,0.000,13,0,13,13,13,12.106,57.178,0.672,13,13
6,duplicate,0.000,9,0,9,9,9,13.584,57.235,0.465,9,9
7,duplicate,0.000,11,0,11,11,11,15.744,57.519,0.569,11,11
8,duplicate,0.000,8,0,8,8,8,17.847,57.746,0.413,8,8
9,duplicate,0.000,8,0,8,8,8,20.689,58.031,0.413,8,8
10,duplicate,0.000,7,0,7,7,7,19.268,57.519,0.362,7,7
11,duplicate,0.000,16,0,16,16,16,24.838,60.418,0.827,16,16
12,duplicate,0.000,9,0,9,9,9,25.804,60.247,0.465,9,9
13,duplicate,0.000,18,0,18,18,18,31.431,58.940,0.930,18,18
14,duplicate,0.000,7,0,7,7,7,28.646,59.679,0.362,7,7
15,duplicate,0.000,14,0,14,14,14,36.774,57.292,0.724,14,14
16,duplicate,0.000,12,0,12,12,12,41.377,56.325,0.620,12,12
17,duplicate,0.000,15,0,15,15,15,42.400,55.984,0.775,15,15
18,duplicate,0.000,11,0,11,11,11,47.118,55.416,0.569,11,11
19,duplicate,0.000,4,0,4,4,4,67.181,48.596,0.207,4,4
20,duplicate,0.000,18,0,18,18,18,69.910,47.743,0.930,18,18
21,duplicate,0.000,33,0,33,33,33,74.343,46.834,1.706,33,33
22,duplicate,0.000,12,0,12,12,12,79.117,47.743,0.620,12,12
23,duplicate,0.000,18,0,18,18,18,81.163,48.539,0.930,18,18
24,duplicate,0.000,15,0,15,15,15,85.710,51.437,0.775,15,15
25,duplicate,0.000,8,0,8,8,8,87.984,52.347,0.413,8,8
26,duplicate,0.000,14,0,14,14,14,89.177,53.427,0.724,14,14
27,duplicate,0.000,13,0,13,13,13,91.337,55.643,0.672,13,13
28,duplicate,0.000,4,0,4,4,4,96.055,59.281,0.207,4,4
29,duplicate,0.000,26,0,26,26,26,107.308,56.496,1.344,26,26
