 ,Label,Area,Mean,StdDev,Mode,Min,Max,X,Y,IntDen,Median,RawIntDen
1,duplicate,0.000,9,0,9,9,9,18.131,44.447,0.465,9,9
2,duplicate,0.000,7,0,7,7,7,26.088,53.484,0.362,7,7
3,duplicate,0.000,9,0,9,9,9,25.008,52.347,0.465,9,9
4,duplicate,0.000,49,0,49,49,49,29.044,57.178,2.533,49,49
5,duplicate,0.000,9,0,9,9,9,31.147,60.531,0.465,9,9
6,duplicate,0.000,10,0,10,10,10,41.832,69.057,0.517,10,10
7,duplicate,0.000,7,0,7,7,7,49.676,75.139,0.362,7,7
8,duplicate,0.000,11,0,11,11,11,59.736,76.730,0.569,11,11
9,duplicate,0.000,9,0,9,9,9,67.863,76.446,0.465,9,9
10,duplicate,0.000,13,0,13,13,13,86.904,76.787,0.672,13,13
11,duplicate,0.000,6,0,6,6,6,88.154,76.503,0.310,6,6
12,duplicate,0.000,29,0,29,29,29,93.895,75.423,1.499,29,29
13,duplicate,0.000,5,0,5,5,5,103.102,73.774,0.258,5,5
14,duplicate,0.000,16,0,16,16,16,106.797,76.389,0.827,16,16
15,duplicate,0.000,8,0,8,8,8,107.479,76.900,0.413,8,8
