 ,Label,Area,Mean,StdDev,Mode,Min,Max,X,Y,IntDen,Median,RawIntDen
1,duplicate,0.000,19,0,19,19,19,54.507,13.414,0.982,19,19
2,duplicate,0.000,8,0,8,8,8,55.928,19.438,0.413,8,8
3,duplicate,0.000,16,0,16,16,16,56.837,25.577,0.827,16,16
4,duplicate,0.000,11,0,11,11,11,57.576,36.205,0.569,11,11
5,duplicate,0.000,23,0,23,23,23,57.349,38.479,1.189,23,23
6,duplicate,0.000,19,0,19,19,19,57.178,39.161,0.982,19,19
7,duplicate,0.000,18,0,18,18,18,58.428,55.416,0.930,18,18
8,duplicate,0.000,13,0,13,13,13,57.917,59.452,0.672,13,13
9,duplicate,0.000,5,0,5,5,5,59.054,66.783,0.258,5,5
10,duplicate,0.000,10,0,10,10,10,59.167,78.094,0.517,10,10
11,duplicate,0.000,10,0,10,10,10,59.395,79.401,0.517,10,10
12,duplicate,0.000,8,0,8,8,8,59.054,82.868,0.413,8,8
13,duplicate,0.000,11,0,11,11,11,62.237,97.817,0.569,11,11
