 ,Label,Area,Mean,StdDev,Mode,Min,Max,X,Y,IntDen,Median,RawIntDen
1,duplicate,0.000,12,0,12,12,12,59.281,14.096,0.620,12,12
2,duplicate,0.000,11,0,11,11,11,60.134,17.619,0.569,11,11
3,duplicate,0.000,13,0,13,13,13,60.418,26.429,0.672,13,13
4,duplicate,0.000,11,0,11,11,11,60.209,42.704,0.569,11,11
5,duplicate,0.000,8,0,8,8,8,61.877,50.737,0.413,8,8
6,duplicate,0.000,12,0,12,12,12,61.877,71.880,0.620,12,12
7,duplicate,0.000,12,0,12,12,12,62.407,85.597,0.620,12,12
8,duplicate,0.000,9,0,9,9,9,63.923,98.176,0.465,9,9
9,duplicate,0.000,16,0,16,16,16,64.832,100.147,0.827,16,16
10,duplicate,0.000,5,0,5,5,5,65.135,101.284,0.258,5,5
11,duplicate,0.000,16,0,16,16,16,65.287,103.860,0.827,16,16
12,duplicate,0.000,13,0,13,13,13,65.741,107.952,0.672,13,13
13,duplicate,0.000,6,0,6,6,6,65.514,109.695,0.310,6,6
14,duplicate,0.000,10,0,10,10,10,64.681,114.015,0.517,10,10
