 ,Label,Area,Mean,StdDev,Mode,Min,Max,X,Y,IntDen,Median,RawIntDen
1,duplicate,0.000,10,0,10,10,10,4.263,54.166,0.517,10,10
2,duplicate,0.000,9,0,9,9,9,6.082,54.166,0.465,9,9
3,duplicate,0.000,13,0,13,13,13,7.332,54.279,0.672,13,13
4,duplicate,0.000,114,0,114,114,114,8.526,54.279,5.892,114,114
5,duplicate,0.000,14,0,14,14,14,10.174,54.052,0.724,14,14
6,duplicate,0.000,9,0,9,9,9,12.618,53.938,0.465,9,9
7,duplicate,0.000,32,0,32,32,32,19.950,54.620,1.654,32,32
8,duplicate,0.000,16,0,16,16,16,20.689,54.393,0.827,16,16
9,duplicate,0.000,18,0,18,18,18,25.406,54.109,0.930,18,18
10,duplicate,0.000,20,0,20,20,20,25.861,53.995,1.034,20,20
11,duplicate,0.000,24,0,24,24,24,29.044,54.393,1.240,24,24
12,duplicate,0.000,50,0,50,50,50,31.999,55.302,2.584,50,50
13,duplicate,0.000,10,0,10,10,10,42.287,56.269,0.517,10,10
14,duplicate,0.000,66,0,66,66,66,54.450,53.938,3.411,66,66
15,duplicate,0.000,26,0,26,26,26,57.292,55.530,1.344,26,26
16,duplicate,0.000,11,0,11,11,11,66.101,54.166,0.569,11,11
17,duplicate,0.000,10,0,10,10,10,67.238,53.938,0.517,10,10
18,duplicate,0.000,17,0,17,17,17,60.702,55.871,0.879,17,17
19,duplicate,0.000,10,0,10,10,10,86.790,49.676,0.517,10,10
20,duplicate,0.000,9,0,9,9,9,91.337,47.345,0.465,9,9
21,duplicate,0.000,226,0,226,226,226,95.486,47.232,11.681,226,226
22,duplicate,0.000,102,0,102,102,102,96.964,47.232,5.272,102,102
23,duplicate,0.000,20,0,20,20,20,98.158,47.004,1.034,20,20
24,duplicate,0.000,7,0,7,7,7,107.933,41.889,0.362,7,7
25,duplicate,0.000,13,0,13,13,13,109.752,40.695,0.672,13,13
26,duplicate,0.000,21,0,21,21,21,112.083,38.763,1.085,21,21
27,duplicate,0.000,42,0,42,42,42,113.901,37.967,2.171,42,42
