 ,Label,Area,Mean,StdDev,Mode,Min,Max,X,Y,IntDen,Median,RawIntDen
1,duplicate,0.000,10,0,10,10,10,6.138,29.101,0.517,10,10
2,duplicate,0.000,65,0,65,65,65,28.134,40.752,3.360,65,65
3,duplicate,0.000,8,0,8,8,8,21.939,39.274,0.413,8,8
4,duplicate,0.000,26,0,26,26,26,37.797,42.344,1.344,26,26
5,duplicate,0.000,11,0,11,11,11,45.185,44.958,0.569,11,11
6,duplicate,0.000,9,0,9,9,9,47.175,46.038,0.465,9,9
7,duplicate,0.000,40,0,40,40,40,48.425,47.345,2.067,40,40
8,duplicate,0.000,9,0,9,9,9,78.890,66.556,0.465,9,9
9,duplicate,0.000,13,0,13,13,13,80.481,67.181,0.672,13,13
10,duplicate,0.000,14,0,14,14,14,83.550,68.148,0.724,14,14
11,duplicate,0.000,7,0,7,7,7,86.392,68.716,0.362,7,7
12,duplicate,0.000,17,0,17,17,17,103.614,75.764,0.879,17,17
13,duplicate,0.000,25,0,25,25,25,105.660,76.559,1.292,25,25
