 ,Label,Area,Mean,StdDev,Mode,Min,Max,X,Y,IntDen,Median,RawIntDen
1,duplicate,0.000,19,0,19,19,19,4.888,93.383,0.982,19,19
2,duplicate,0.000,10,0,10,10,10,9.549,95.486,0.517,10,10
3,duplicate,0.000,6,0,6,6,6,10.117,95.770,0.310,6,6
4,duplicate,0.000,22,0,22,22,22,13.868,96.680,1.137,22,22
5,duplicate,0.000,15,0,15,15,15,14.512,96.623,0.775,15,15
6,duplicate,0.000,11,0,11,11,11,15.914,97.229,0.569,11,11
7,duplicate,0.000,19,0,19,19,19,22.280,96.471,0.982,19,19
8,duplicate,0.000,16,0,16,16,16,23.417,95.714,0.827,16,16
9,duplicate,0.000,10,0,10,10,10,29.328,90.863,0.517,10,10
10,duplicate,0.000,25,0,25,25,25,32.511,88.401,1.292,25,25
11,duplicate,0.000,28,0,28,28,28,35.087,85.975,1.447,28,28
12,duplicate,0.000,10,0,10,10,10,36.565,84.801,0.517,10,10
13,duplicate,0.000,13,0,13,13,13,37.209,83.816,0.672,13,13
14,duplicate,0.000,15,0,15,15,15,37.171,80.822,0.775,15,15
15,duplicate,0.000,11,0,11,11,11,38.877,77.526,0.569,11,11
16,duplicate,0.000,13,0,13,13,13,40.089,75.404,0.672,13,13
17,duplicate,0.000,9,0,9,9,9,44.825,72.221,0.465,9,9
18,duplicate,0.000,38,0,38,38,38,46.758,70.402,1.964,38,38
19,duplicate,0.000,14,0,14,14,14,48.274,68.318,0.724,14,14
20,duplicate,0.000,13,0,13,13,13,49.979,66.613,0.672,13,13
21,duplicate,0.000,14,0,14,14,14,53.465,64.605,0.724,14,14
22,duplicate,0.000,19,0,19,19,19,54.715,63.392,0.982,19,19
23,duplicate,0.000,13,0,13,13,13,57.519,60.247,0.672,13,13
24,duplicate,0.000,49,0,49,49,49,57.898,59.793,2.533,49,49
25,duplicate,0.000,9,0,9,9,9,59.186,57.671,0.465,9,9
26,duplicate,0.000,11,0,11,11,11,59.338,57.064,0.569,11,11
27,duplicate,0.000,7,0,7,7,7,60.778,51.911,0.362,7,7
28,duplicate,0.000,9,0,9,9,9,61.952,49.676,0.465,9,9
29,duplicate,0.000,11,0,11,11,11,63.961,48.615,0.569,11,11
30,duplicate,0.000,17,0,17,17,17,64.643,47.970,0.879,17,17
31,duplicate,0.000,14,0,14,14,14,68.394,43.613,0.724,14,14
32,duplicate,0.000,11,0,11,11,11,68.962,42.476,0.569,11,11
33,duplicate,0.000,11,0,11,11,11,71.501,36.300,0.569,11,11
34,duplicate,0.000,10,0,10,10,10,78.966,28.722,0.517,10,10
35,duplicate,0.000,25,0,25,25,25,84.573,22.697,1.292,25,25
36,duplicate,0.000,18,0,18,18,18,87.756,18.188,0.930,18,18
37,duplicate,0.000,28,0,28,28,28,90.257,15.005,1.447,28,28
38,duplicate,0.000,40,0,40,40,40,92.265,11.330,2.067,40,40
39,duplicate,0.000,10,0,10,10,10,94.349,9.965,0.517,10,10
40,duplicate,0.000,10,0,10,10,10,100.450,5.456,0.517,10,10
