 ,Label,Area,Mean,StdDev,Mode,Min,Max,X,Y,IntDen,Median,RawIntDen
1,duplicate,0.000,26,0,26,26,26,2.728,57.519,1.344,26,26
2,duplicate,0.000,10,0,10,10,10,4.263,56.667,0.517,10,10
3,duplicate,0.000,12,0,12,12,12,5.286,56.212,0.620,12,12
4,duplicate,0.000,15,0,15,15,15,5.968,55.700,0.775,15,15
5,duplicate,0.000,96,0,96,96,96,7.957,53.825,4.962,96,96
6,duplicate,0.000,12,0,12,12,12,8.582,53.938,0.620,12,12
7,duplicate,0.000,15,0,15,15,15,10.060,53.029,0.775,15,15
8,duplicate,0.000,13,0,13,13,13,13.584,52.120,0.672,13,13
9,duplicate,0.000,10,0,10,10,10,14.152,51.551,0.517,10,10
10,duplicate,0.000,17,0,17,17,17,16.767,50.699,0.879,17,17
11,duplicate,0.000,18,0,18,18,18,17.335,50.585,0.930,18,18
12,duplicate,0.000,60,0,60,60,60,20.689,48.482,3.101,60,60
13,duplicate,0.000,14,0,14,14,14,22.223,47.573,0.724,14,14
14,duplicate,0.000,9,0,9,9,9,23.531,46.663,0.465,9,9
15,duplicate,0.000,8,0,8,8,8,27.509,43.992,0.413,8,8
16,duplicate,0.000,7,0,7,7,7,29.783,43.253,0.362,7,7
17,duplicate,0.000,7,0,7,7,7,34.557,42.514,0.362,7,7
18,duplicate,0.000,21,0,21,21,21,35.637,42.400,1.085,21,21
19,duplicate,0.000,10,0,10,10,10,37.399,42.798,0.517,10,10
20,duplicate,0.000,37,0,37,37,37,37.853,43.480,1.912,37,37
21,duplicate,0.000,9,0,9,9,9,38.933,43.310,0.465,9,9
22,duplicate,0.000,4,0,4,4,4,40.411,43.992,0.207,4,4
23,duplicate,0.000,8,0,8,8,8,42.230,45.413,0.413,8,8
24,duplicate,0.000,5,0,5,5,5,43.992,45.754,0.258,5,5
25,duplicate,0.000,11,0,11,11,11,45.413,46.322,0.569,11,11
26,duplicate,0.000,8,0,8,8,8,48.198,47.175,0.413,8,8
27,duplicate,0.000,12,0,12,12,12,50.187,48.141,0.620,12,12
28,duplicate,0.000,9,0,9,9,9,51.437,48.482,0.465,9,9
29,duplicate,0.000,9,0,9,9,9,59.281,50.301,0.465,9,9
30,duplicate,0.000,9,0,9,9,9,61.043,50.755,0.465,9,9
31,duplicate,0.000,8,0,8,8,8,62.975,50.699,0.413,8,8
32,duplicate,0.000,8,0,8,8,8,65.760,50.301,0.413,8,8
33,duplicate,0.000,14,0,14,14,14,66.954,49.960,0.724,14,14
34,duplicate,0.000,8,0,8,8,8,68.773,49.732,0.413,8,8
35,duplicate,0.000,8,0,8,8,8,69.739,49.619,0.413,8,8
36,duplicate,0.000,4,0,4,4,4,70.592,49.676,0.207,4,4
37,duplicate,0.000,69,0,69,69,69,73.149,49.562,3.566,69,69
38,duplicate,0.000,10,0,10,10,10,74.115,49.391,0.517,10,10
39,duplicate,0.000,10,0,10,10,10,75.821,48.994,0.517,10,10
40,duplicate,0.000,8,0,8,8,8,77.696,48.596,0.413,8,8
41,duplicate,0.000,10,0,10,10,10,79.970,48.823,0.517,10,10
42,duplicate,0.000,8,0,8,8,8,85.142,49.619,0.413,8,8
43,duplicate,0.000,41,0,41,41,41,86.733,50.187,2.119,41,41
44,duplicate,0.000,8,0,8,8,8,87.813,50.869,0.413,8,8
45,duplicate,0.000,9,0,9,9,9,89.120,50.983,0.465,9,9
46,duplicate,0.000,12,0,12,12,12,94.179,53.484,0.620,12,12
47,duplicate,0.000,7,0,7,7,7,97.021,55.132,0.362,7,7
48,duplicate,0.000,8,0,8,8,8,97.987,56.041,0.413,8,8
49,duplicate,0.000,9,0,9,9,9,99.351,57.178,0.465,9,9
50,duplicate,0.000,12,0,12,12,12,101.568,63.032,0.620,12,12
51,duplicate,0.000,4,0,4,4,4,102.193,64.453,0.207,4,4
52,duplicate,0.000,12,0,12,12,12,102.363,66.442,0.620,12,12
53,duplicate,0.000,11,0,11,11,11,102.363,67.522,0.569,11,11
54,duplicate,0.000,8,0,8,8,8,102.193,69.966,0.413,8,8
55,duplicate,0.000,30,0,30,30,30,101.795,73.831,1.551,30,30
56,duplicate,0.000,5,0,5,5,5,102.761,78.719,0.258,5,5
57,duplicate,0.000,20,0,20,20,20,103.159,80.083,1.034,20,20
58,duplicate,0.000,11,0,11,11,11,103.330,80.936,0.569,11,11
59,duplicate,0.000,11,0,11,11,11,105.205,83.494,0.569,11,11
60,duplicate,0.000,17,0,17,17,17,105.774,83.948,0.879,17,17
61,duplicate,0.000,11,0,11,11,11,108.161,88.268,0.569,11,11
62,duplicate,0.000,6,0,6,6,6,109.013,89.632,0.310,6,6
63,duplicate,0.000,85,0,85,85,85,110.605,91.110,4.393,85,85
64,duplicate,0.000,9,0,9,9,9,111.344,91.564,0.465,9,9
