 ,Label,Area,Mean,StdDev,Mode,Min,Max,X,Y,IntDen,Median,RawIntDen
1,duplicate,0.000,13,0,13,13,13,53.825,3.240,0.672,13,13
2,duplicate,0.000,8,0,8,8,8,53.825,4.717,0.413,8,8
3,duplicate,0.000,8,0,8,8,8,54.166,14.380,0.413,8,8
4,duplicate,0.000,15,0,15,15,15,54.052,16.142,0.775,15,15
5,duplicate,0.000,11,0,11,11,11,54.393,19.381,0.569,11,11
6,duplicate,0.000,9,0,9,9,9,54.507,20.120,0.465,9,9
7,duplicate,0.000,9,0,9,9,9,55.189,24.269,0.465,9,9
8,duplicate,0.000,16,0,16,16,16,55.871,27.282,0.827,16,16
9,duplicate,0.000,9,0,9,9,9,55.984,28.248,0.465,9,9
10,duplicate,0.000,9,0,9,9,9,56.382,29.839,0.465,9,9
11,duplicate,0.000,21,0,21,21,21,55.530,34.443,1.085,21,21
12,duplicate,0.000,10,0,10,10,10,54.336,39.161,0.517,10,10
13,duplicate,0.000,8,0,8,8,8,53.427,41.718,0.413,8,8
14,duplicate,0.000,4,0,4,4,4,54.052,44.447,0.207,4,4
15,duplicate,0.000,11,0,11,11,11,53.029,46.891,0.569,11,11
16,duplicate,0.000,16,0,16,16,16,52.574,48.027,0.827,16,16
17,duplicate,0.000,17,0,17,17,17,52.574,50.073,0.879,17,17
18,duplicate,0.000,24,0,24,24,24,52.802,51.210,1.240,24,24
19,duplicate,0.000,12,0,12,12,12,51.437,66.670,0.620,12,12
20,duplicate,0.000,8,0,8,8,8,50.926,70.251,0.413,8,8
21,duplicate,0.000,7,0,7,7,7,50.471,76.332,0.362,7,7
22,duplicate,0.000,11,0,11,11,11,49.619,82.073,0.569,11,11
23,duplicate,0.000,7,0,7,7,7,49.335,83.891,0.362,7,7
24,duplicate,0.000,12,0,12,12,12,46.891,94.293,0.620,12,12
25,duplicate,0.000,8,0,8,8,8,45.299,98.840,0.413,8,8
26,duplicate,0.000,8,0,8,8,8,44.276,103.216,0.413,8,8
27,duplicate,0.000,11,0,11,11,11,43.935,103.841,0.569,11,11
28,duplicate,0.000,16,0,16,16,16,43.310,105.944,0.827,16,16
29,duplicate,0.000,7,0,7,7,7,43.139,106.626,0.362,7,7
30,duplicate,0.000,12,0,12,12,12,42.741,108.729,0.620,12,12
31,duplicate,0.000,12,0,12,12,12,42.344,111.287,0.620,12,12
32,duplicate,0.000,22,0,22,22,22,42.059,112.537,1.137,22,22
33,duplicate,0.000,16,0,16,16,16,40.411,114.356,0.827,16,16
