 ,Label,Area,Mean,StdDev,Mode,Min,Max,X,Y,IntDen,Median,RawIntDen,Ch,Length
1,MAX_i3-11_SURF4_5_BOTH.tif:cell body:1,151.650,22.641,12.073,17.000,5.000,172.000,0.000,0.000,3433.525,20.000,66429.000,0,0.000
2,MAX_i3-11_SURF4_5_BOTH.tif:nucleus:1,117.950,22.632,12.121,18.000,4.000,172.000,0.000,0.000,2669.434,20.000,51646.000,0,0.000
3,MAX_i3-11_SURF4_5_BOTH.tif:cytoplasm:1,50.912,21.917,11.709,17.000,5.000,91.000,0.000,0.000,1115.822,19.000,21588.000,0,0.000
4,MAX_i3-11_SURF4_5_BOTH.tif:dendrite 1:1,0.000,3.000,0.000,3.000,3.000,3.000,69.796,34.102,0.155,3.000,3.000,1,0.000
5,MAX_i3-11_SURF4_5_BOTH.tif:dendrite 1 background:1,0.000,4.000,0.000,4.000,4.000,4.000,72.069,36.376,0.207,4.000,4.000,1,0.000
6,MAX_i3-11_SURF4_5_BOTH.tif:dendrite 2:1,0.000,3.000,0.000,3.000,3.000,3.000,69.796,34.102,0.155,3.000,3.000,1,0.000
7,MAX_i3-11_SURF4_5_BOTH.tif:dendrite 2 background:1,0.000,4.000,0.000,4.000,4.000,4.000,72.069,36.376,0.207,4.000,4.000,1,0.000
8,MAX_i3-11_SURF4_5_BOTH.tif:dendrite 3:1,0.000,3.000,0.000,3.000,3.000,3.000,69.796,34.102,0.155,3.000,3.000,1,0.000
9,MAX_i3-11_SURF4_5_BOTH.tif:dendrite 3 background:1,0.000,4.000,0.000,4.000,4.000,4.000,72.069,36.376,0.207,4.000,4.000,1,0.000
10,MAX_i3-11_SURF4_5_BOTH.tif:AIS:1,6.151,47.948,10.431,38.795,27.132,94.225,0.000,0.000,294.920,46.488,5705.871,0,26.967
11,MAX_i3-11_SURF4_5_BOTH.tif:AIS background:1,6.151,4.381,0.611,4.997,3.000,5.802,0.000,0.000,26.945,4.380,521.316,0,26.967
12,MAX_i3-11_SURF4_5_BOTH.tif:axon:1,20.571,33.821,14.530,18.943,9.096,80.109,0.000,0.000,695.743,32.819,13460.668,0,90.417
13,MAX_i3-11_SURF4_5_BOTH.tif:axon background:1,20.571,4.351,0.744,4.006,3.000,8.099,0.000,0.000,89.501,4.239,1731.594,0,90.417
14,MAX_i3-11_SURF4_5_BOTH.tif:growth cone:1,42.280,9.501,6.072,7.000,3.000,85.000,0.000,0.000,401.712,8.000,7772.000,0,0.000
15,MAX_i3-11_SURF4_5_BOTH.tif:growth cone background:1,42.280,4.381,2.142,4.000,3.000,27.000,0.000,0.000,185.247,4.000,3584.000,0,0.000
