 ,Label,Area,Mean,StdDev,Mode,Min,Max,X,Y,IntDen,Median,RawIntDen,Ch,Length
1,MAX_i3-12_SLC38A1_1_BOTH.tif:cell body:1,151.495,66.686,45.866,18.000,7.000,244.000,0.000,0.000,10102.562,56.000,195456.000,0,0.000
2,MAX_i3-12_SLC38A1_1_BOTH.tif:nucleus:1,60.681,62.320,22.120,54.000,18.000,195.000,0.000,0.000,3781.638,58.000,73164.000,0,0.000
3,MAX_i3-12_SLC38A1_1_BOTH.tif:cytoplasm:1,90.866,69.571,56.232,18.000,7.000,244.000,0.000,0.000,6321.596,49.000,122305.000,0,0.000
4,MAX_i3-12_SLC38A1_1_BOTH.tif:dendrite 1:1,0.000,7.000,0.000,7.000,7.000,7.000,30.578,34.898,0.362,7.000,7.000,1,0.000
5,MAX_i3-12_SLC38A1_1_BOTH.tif:dendrite 1 background:1,0.000,6.000,0.000,6.000,6.000,6.000,32.852,37.171,0.310,6.000,6.000,1,0.000
6,MAX_i3-12_SLC38A1_1_BOTH.tif:dendrite 2:1,0.000,7.000,0.000,7.000,7.000,7.000,30.578,34.898,0.362,7.000,7.000,1,0.000
7,MAX_i3-12_SLC38A1_1_BOTH.tif:dendrite 2 background:1,0.000,6.000,0.000,6.000,6.000,6.000,32.852,37.171,0.310,6.000,6.000,1,0.000
8,MAX_i3-12_SLC38A1_1_BOTH.tif:dendrite 3:1,0.000,7.000,0.000,7.000,7.000,7.000,30.578,34.898,0.362,7.000,7.000,1,0.000
9,MAX_i3-12_SLC38A1_1_BOTH.tif:dendrite 3 background:1,0.000,6.000,0.000,6.000,6.000,6.000,32.852,37.171,0.310,6.000,6.000,1,0.000
10,MAX_i3-12_SLC38A1_1_BOTH.tif:AIS:1,7.546,94.081,18.311,87.416,54.492,139.199,0.000,0.000,709.966,93.459,13735.837,0,33.029
11,MAX_i3-12_SLC38A1_1_BOTH.tif:AIS background:1,7.546,8.147,2.379,6.663,4.320,21.706,0.000,0.000,61.477,7.959,1189.410,0,33.029
12,MAX_i3-12_SLC38A1_1_BOTH.tif:axon:1,26.929,91.220,26.187,66.721,32.488,166.284,0.000,0.000,2456.476,87.723,47525.859,0,118.443
13,MAX_i3-12_SLC38A1_1_BOTH.tif:axon background:1,26.929,8.441,3.324,7.272,4.500,37.502,0.000,0.000,227.319,7.883,4397.982,0,118.443
14,MAX_i3-12_SLC38A1_1_BOTH.tif:growth cone:1,131.802,29.249,24.513,8.000,3.000,163.000,0.000,0.000,3855.085,21.000,74585.000,0,0.000
15,MAX_i3-12_SLC38A1_1_BOTH.tif:growth cone background:1,131.802,7.275,2.226,7.000,3.000,37.000,0.000,0.000,958.900,7.000,18552.000,0,0.000
