 ,Label,Area,Mean,StdDev,Mode,Min,Max,X,Y,IntDen,Median,RawIntDen,Ch,Length
1,MAX_i3-12_BCAP31-biotin_5_BOTH.tif:cell body:1,65.539,52.703,24.925,51.000,8.000,250.000,0.000,0.000,3454.097,52.000,66827.000,0,0.000
2,MAX_i3-12_BCAP31-biotin_5_BOTH.tif:nucleus:1,34.941,61.692,20.520,53.000,24.000,250.000,0.000,0.000,2155.561,59.000,41704.000,0,0.000
3,MAX_i3-12_BCAP31-biotin_5_BOTH.tif:cytoplasm:1,30.599,42.438,25.554,14.000,8.000,205.000,0.000,0.000,1298.536,39.000,25123.000,0,0.000
4,MAX_i3-12_BCAP31-biotin_5_BOTH.tif:dendrite 1:1,1.809,33.323,7.926,35.206,20.351,59.759,0.000,0.000,60.282,33.669,1166.288,0,7.920
5,MAX_i3-12_BCAP31-biotin_5_BOTH.tif:dendrite 1 background:1,1.809,3.896,0.581,3.998,3.060,5.273,0.000,0.000,7.049,3.999,136.371,0,7.920
6,MAX_i3-12_BCAP31-biotin_5_BOTH.tif:dendrite 2:1,0.000,3.000,0.000,3.000,3.000,3.000,66.840,39.502,0.155,3.000,3.000,1,0.000
7,MAX_i3-12_BCAP31-biotin_5_BOTH.tif:dendrite 2 background:1,0.000,3.000,0.000,3.000,3.000,3.000,69.114,41.775,0.155,3.000,3.000,1,0.000
8,MAX_i3-12_BCAP31-biotin_5_BOTH.tif:dendrite 3:1,0.000,3.000,0.000,3.000,3.000,3.000,66.840,39.502,0.155,3.000,3.000,1,0.000
9,MAX_i3-12_BCAP31-biotin_5_BOTH.tif:dendrite 3 background:1,0.000,3.000,0.000,3.000,3.000,3.000,69.114,41.775,0.155,3.000,3.000,1,0.000
10,MAX_i3-12_BCAP31-biotin_5_BOTH.tif:AIS:1,3.825,45.637,17.689,28.450,24.779,106.489,0.000,0.000,174.553,41.217,3377.114,0,16.642
11,MAX_i3-12_BCAP31-biotin_5_BOTH.tif:AIS background:1,3.825,4.077,0.717,3.995,3.024,6.453,0.000,0.000,15.595,4.000,301.713,0,16.642
12,MAX_i3-12_BCAP31-biotin_5_BOTH.tif:axon:1,15.299,38.664,17.624,37.911,8.619,189.308,0.000,0.000,591.539,36.341,11444.608,0,67.225
13,MAX_i3-12_BCAP31-biotin_5_BOTH.tif:axon background:1,15.299,5.511,4.028,3.969,3.067,45.085,0.000,0.000,84.318,4.574,1631.324,0,67.225
14,MAX_i3-12_BCAP31-biotin_5_BOTH.tif:growth cone:1,33.752,17.623,11.020,7.000,4.000,116.000,0.000,0.000,594.816,15.000,11508.000,0,0.000
15,MAX_i3-12_BCAP31-biotin_5_BOTH.tif:growth cone background:1,33.752,6.828,11.066,4.000,3.000,101.000,0.000,0.000,230.473,4.000,4459.000,0,0.000
