 ,Label,Area,Mean,StdDev,Mode,Min,Max,X,Y,IntDen,Median,RawIntDen,Ch,Length
1,MAX_i3-11_SLC38A1_5_BOTH.tif:cell body:1,96.397,56.620,19.209,63.000,9.000,122.000,0.000,0.000,5457.955,58.000,105596.000,0,0.000
2,MAX_i3-11_SLC38A1_5_BOTH.tif:nucleus:1,85.594,53.367,17.111,56.000,9.000,118.000,0.000,0.000,4567.851,54.000,88375.000,0,0.000
3,MAX_i3-11_SLC38A1_5_BOTH.tif:cytoplasm:1,50.033,51.719,22.148,65.000,9.000,122.000,0.000,0.000,2587.665,51.000,50064.000,0,0.000
4,MAX_i3-11_SLC38A1_5_BOTH.tif:dendrite 1:1,2.894,20.706,5.722,17.764,11.832,32.216,0.000,0.000,59.934,19.593,1159.552,0,12.651
5,MAX_i3-11_SLC38A1_5_BOTH.tif:dendrite 1 background:1,2.894,8.215,2.064,7.810,5.310,18.238,0.000,0.000,23.779,7.882,460.064,0,12.651
6,MAX_i3-11_SLC38A1_5_BOTH.tif:dendrite 2:1,0.000,9.000,0.000,9.000,9.000,9.000,55.132,18.984,0.465,9.000,9.000,1,0.000
7,MAX_i3-11_SLC38A1_5_BOTH.tif:dendrite 2 background:1,0.000,9.000,0.000,9.000,9.000,9.000,57.405,21.257,0.465,9.000,9.000,1,0.000
8,MAX_i3-11_SLC38A1_5_BOTH.tif:dendrite 3:1,0.000,9.000,0.000,9.000,9.000,9.000,55.132,18.984,0.465,9.000,9.000,1,0.000
9,MAX_i3-11_SLC38A1_5_BOTH.tif:dendrite 3 background:1,0.000,9.000,0.000,9.000,9.000,9.000,57.405,21.257,0.465,9.000,9.000,1,0.000
10,MAX_i3-11_SLC38A1_5_BOTH.tif:AIS:1,4.032,52.598,11.333,48.587,27.075,79.773,0.000,0.000,212.056,51.854,4102.683,0,17.674
11,MAX_i3-11_SLC38A1_5_BOTH.tif:AIS background:1,4.032,7.490,1.384,8.998,4.697,11.117,0.000,0.000,30.198,7.552,584.251,0,17.674
12,MAX_i3-11_SLC38A1_5_BOTH.tif:axon:1,11.888,49.303,12.866,45.808,25.529,94.289,0.000,0.000,586.121,48.099,11339.793,0,52.134
13,MAX_i3-11_SLC38A1_5_BOTH.tif:axon background:1,11.888,7.226,1.468,6.400,3.104,11.256,0.000,0.000,85.907,7.166,1662.066,0,52.134
14,MAX_i3-11_SLC38A1_5_BOTH.tif:growth cone:1,102.754,24.636,14.645,9.000,5.000,96.000,0.000,0.000,2531.481,21.000,48977.000,0,0.000
15,MAX_i3-11_SLC38A1_5_BOTH.tif:growth cone background:1,102.754,7.387,2.326,9.000,3.000,26.000,0.000,0.000,759.026,7.000,14685.000,0,0.000
