 ,Label,Area,Mean,StdDev,Mode,Min,Max,X,Y,IntDen,Median,RawIntDen,Ch,Length
1,MAX_i3-11_BCAP31-biotin_4_BOTH.tif:cell body:1,77.841,77.849,46.013,47.000,5.000,226.000,0.000,0.000,6059.800,70.000,117240.000,0,0.000
2,MAX_i3-11_BCAP31-biotin_4_BOTH.tif:nucleus:1,43.676,88.043,38.636,52.000,19.000,216.000,0.000,0.000,3845.317,80.000,74396.000,0,0.000
3,MAX_i3-11_BCAP31-biotin_4_BOTH.tif:cytoplasm:1,34.165,64.817,51.145,12.000,5.000,226.000,0.000,0.000,2214.484,48.000,42844.000,0,0.000
4,MAX_i3-11_BCAP31-biotin_4_BOTH.tif:dendrite 1:1,0.000,3.000,0.000,3.000,3.000,3.000,46.947,37.399,0.155,3.000,3.000,1,0.000
5,MAX_i3-11_BCAP31-biotin_4_BOTH.tif:dendrite 1 background:1,0.000,3.000,0.000,3.000,3.000,3.000,49.221,39.672,0.155,3.000,3.000,1,0.000
6,MAX_i3-11_BCAP31-biotin_4_BOTH.tif:dendrite 2:1,0.000,3.000,0.000,3.000,3.000,3.000,46.947,37.399,0.155,3.000,3.000,1,0.000
7,MAX_i3-11_BCAP31-biotin_4_BOTH.tif:dendrite 2 background:1,0.000,3.000,0.000,3.000,3.000,3.000,49.221,39.672,0.155,3.000,3.000,1,0.000
8,MAX_i3-11_BCAP31-biotin_4_BOTH.tif:dendrite 3:1,0.000,3.000,0.000,3.000,3.000,3.000,46.947,37.399,0.155,3.000,3.000,1,0.000
9,MAX_i3-11_BCAP31-biotin_4_BOTH.tif:dendrite 3 background:1,0.000,3.000,0.000,3.000,3.000,3.000,49.221,39.672,0.155,3.000,3.000,1,0.000
10,MAX_i3-11_BCAP31-biotin_4_BOTH.tif:AIS:1,4.187,44.412,24.452,20.482,18.858,137.588,0.000,0.000,185.937,36.500,3597.362,0,18.237
11,MAX_i3-11_BCAP31-biotin_4_BOTH.tif:AIS background:1,4.187,10.150,22.869,3.244,3.000,127.897,0.000,0.000,42.495,3.604,822.150,0,18.237
12,MAX_i3-11_BCAP31-biotin_4_BOTH.tif:axon:1,11.733,35.468,18.713,29.023,12.332,136.185,0.000,0.000,416.142,32.402,8051.166,0,51.403
13,MAX_i3-11_BCAP31-biotin_4_BOTH.tif:axon background:1,11.733,6.316,15.583,3.276,3.000,144.491,0.000,0.000,74.110,3.599,1433.820,0,51.403
14,MAX_i3-11_BCAP31-biotin_4_BOTH.tif:growth cone:1,65.901,10.613,8.438,5.000,3.000,53.000,0.000,0.000,699.430,7.000,13532.000,0,0.000
15,MAX_i3-11_BCAP31-biotin_4_BOTH.tif:growth cone background:1,65.901,3.829,2.953,3.000,3.000,86.000,0.000,0.000,252.337,4.000,4882.000,0,0.000
