 ,Label,Area,Mean,StdDev,Mode,Min,Max,X,Y,IntDen,Median,RawIntDen,Ch,Length
1,MAX_i3-12_BCAP31-biotin_2_BOTH.tif:cell body:1,52.824,62.239,35.962,41.000,6.000,236.000,0.000,0.000,3287.716,58.000,63608.000,0,0.000
2,MAX_i3-12_BCAP31-biotin_2_BOTH.tif:nucleus:1,33.235,72.465,30.134,41.000,25.000,236.000,0.000,0.000,2408.362,68.000,46595.000,0,0.000
3,MAX_i3-12_BCAP31-biotin_2_BOTH.tif:cytoplasm:1,19.589,44.889,38.357,10.000,6.000,157.000,0.000,0.000,879.353,29.000,17013.000,0,0.000
4,MAX_i3-12_BCAP31-biotin_2_BOTH.tif:dendrite 1:1,3.928,12.464,4.085,9.194,7.361,30.243,0.000,0.000,48.961,11.855,947.258,0,17.101
5,MAX_i3-12_BCAP31-biotin_2_BOTH.tif:dendrite 1 background:1,3.928,6.750,9.305,3.117,3.000,62.722,0.000,0.000,26.515,3.901,512.983,0,17.101
6,MAX_i3-12_BCAP31-biotin_2_BOTH.tif:dendrite 2:1,0.000,3.000,0.000,3.000,3.000,3.000,84.687,69.606,0.155,3.000,3.000,1,0.000
7,MAX_i3-12_BCAP31-biotin_2_BOTH.tif:dendrite 2 background:1,0.000,4.000,0.000,4.000,4.000,4.000,86.961,71.880,0.207,4.000,4.000,1,0.000
8,MAX_i3-12_BCAP31-biotin_2_BOTH.tif:dendrite 3:1,0.000,3.000,0.000,3.000,3.000,3.000,84.687,69.606,0.155,3.000,3.000,1,0.000
9,MAX_i3-12_BCAP31-biotin_2_BOTH.tif:dendrite 3 background:1,0.000,4.000,0.000,4.000,4.000,4.000,86.961,71.880,0.207,4.000,4.000,1,0.000
10,MAX_i3-12_BCAP31-biotin_2_BOTH.tif:AIS:1,2.998,42.858,18.544,31.597,21.730,101.917,0.000,0.000,128.483,36.413,2485.785,0,13.193
11,MAX_i3-12_BCAP31-biotin_2_BOTH.tif:AIS background:1,2.998,4.392,1.288,3.998,3.086,10.741,0.000,0.000,13.167,4.000,254.748,0,13.193
12,MAX_i3-12_BCAP31-biotin_2_BOTH.tif:axon:1,11.991,37.448,15.402,33.588,17.098,132.758,0.000,0.000,449.056,34.761,8687.958,0,52.650
13,MAX_i3-12_BCAP31-biotin_2_BOTH.tif:axon background:1,11.991,4.663,2.415,4.003,3.016,24.997,0.000,0.000,55.913,4.000,1081.767,0,52.650
14,MAX_i3-12_BCAP31-biotin_2_BOTH.tif:growth cone:1,40.523,13.471,10.300,6.000,4.000,86.000,0.000,0.000,545.868,9.000,10561.000,0,0.000
15,MAX_i3-12_BCAP31-biotin_2_BOTH.tif:growth cone background:1,40.523,5.154,6.512,4.000,3.000,151.000,0.000,0.000,208.868,4.000,4041.000,0,0.000
