 ,Label,Area,Mean,StdDev,Mode,Min,Max,X,Y,IntDen,Median,RawIntDen,Ch,Length
1,MAX_i3-11_SURF4_3_BOTH.tif:cell body:1,76.135,25.661,13.272,26.000,4.000,94.000,0.000,0.000,1953.722,25.000,37799.000,0,0.000
2,MAX_i3-11_SURF4_3_BOTH.tif:nucleus:1,38.300,30.768,9.249,26.000,12.000,68.000,0.000,0.000,1178.415,29.000,22799.000,0,0.000
3,MAX_i3-11_SURF4_3_BOTH.tif:cytoplasm:1,37.835,20.492,14.659,7.000,4.000,94.000,0.000,0.000,775.307,16.000,15000.000,0,0.000
4,MAX_i3-11_SURF4_3_BOTH.tif:dendrite 1:1,3.101,6.262,1.760,4.998,3.850,11.289,0.000,0.000,19.420,5.847,375.714,0,13.646
5,MAX_i3-11_SURF4_3_BOTH.tif:dendrite 1 background:1,3.101,4.006,1.039,3.203,3.000,8.472,0.000,0.000,12.424,3.833,240.370,0,13.646
6,MAX_i3-11_SURF4_3_BOTH.tif:dendrite 2:1,0.000,4.000,0.000,4.000,4.000,4.000,27.926,82.868,0.207,4.000,4.000,1,0.000
7,MAX_i3-11_SURF4_3_BOTH.tif:dendrite 2 background:1,0.000,5.000,0.000,5.000,5.000,5.000,30.199,85.142,0.258,5.000,5.000,1,0.000
8,MAX_i3-11_SURF4_3_BOTH.tif:dendrite 3:1,0.000,4.000,0.000,4.000,4.000,4.000,27.926,82.868,0.207,4.000,4.000,1,0.000
9,MAX_i3-11_SURF4_3_BOTH.tif:dendrite 3 background:1,0.000,5.000,0.000,5.000,5.000,5.000,30.199,85.142,0.258,5.000,5.000,1,0.000
10,MAX_i3-11_SURF4_3_BOTH.tif:AIS:1,4.548,24.155,6.245,21.528,14.293,48.278,0.000,0.000,109.867,23.439,2125.620,0,19.998
11,MAX_i3-11_SURF4_3_BOTH.tif:AIS background:1,4.548,4.469,0.781,4.996,3.010,7.451,0.000,0.000,20.328,4.419,393.283,0,19.998
12,MAX_i3-11_SURF4_3_BOTH.tif:axon:1,15.868,17.973,6.970,11.502,5.151,40.883,0.000,0.000,285.190,16.478,5517.629,0,69.655
13,MAX_i3-11_SURF4_3_BOTH.tif:axon background:1,15.868,4.502,4.483,3.983,3.000,74.880,0.000,0.000,71.435,4.029,1382.057,0,69.655
14,MAX_i3-11_SURF4_3_BOTH.tif:growth cone:1,34.941,8.519,4.177,5.000,3.000,33.000,0.000,0.000,297.666,7.000,5759.000,0,0.000
15,MAX_i3-11_SURF4_3_BOTH.tif:growth cone background:1,34.941,3.972,1.017,4.000,3.000,11.000,0.000,0.000,138.780,4.000,2685.000,0,0.000
