 ,Label,Area,Mean,StdDev,Mode,Min,Max,X,Y,IntDen,Median,RawIntDen,Ch,Length
1,MAX_i3-11_BCAP31-biotin_1_BOTH.tif:cell body:1,52.566,50.007,30.892,24.000,5.000,157.000,0.000,0.000,2628.653,42.000,50857.000,0,0.000
2,MAX_i3-11_BCAP31-biotin_1_BOTH.tif:nucleus:1,31.012,52.495,28.619,28.000,17.000,157.000,0.000,0.000,1627.990,44.000,31497.000,0,0.000
3,MAX_i3-11_BCAP31-biotin_1_BOTH.tif:cytoplasm:1,21.554,46.427,33.609,12.000,5.000,151.000,0.000,0.000,1000.663,38.000,19360.000,0,0.000
4,MAX_i3-11_BCAP31-biotin_1_BOTH.tif:dendrite 1:1,2.636,14.588,4.686,7.867,6.126,24.312,0.000,0.000,38.454,14.876,743.968,0,11.423
5,MAX_i3-11_BCAP31-biotin_1_BOTH.tif:dendrite 1 background:1,2.636,3.563,0.328,3.065,3.000,4.340,0.000,0.000,9.393,3.560,181.728,0,11.423
6,MAX_i3-11_BCAP31-biotin_1_BOTH.tif:dendrite 2:1,0.000,4.000,0.000,4.000,4.000,4.000,67.409,31.829,0.207,4.000,4.000,1,0.000
7,MAX_i3-11_BCAP31-biotin_1_BOTH.tif:dendrite 2 background:1,0.000,13.000,0.000,13.000,13.000,13.000,69.682,34.102,0.672,13.000,13.000,1,0.000
8,MAX_i3-11_BCAP31-biotin_1_BOTH.tif:dendrite 3:1,0.000,4.000,0.000,4.000,4.000,4.000,67.409,31.829,0.207,4.000,4.000,1,0.000
9,MAX_i3-11_BCAP31-biotin_1_BOTH.tif:dendrite 3 background:1,0.000,13.000,0.000,13.000,13.000,13.000,69.682,34.102,0.672,13.000,13.000,1,0.000
10,MAX_i3-11_BCAP31-biotin_1_BOTH.tif:AIS:1,2.326,30.140,7.457,24.049,19.917,46.701,0.000,0.000,70.104,29.495,1356.317,0,10.110
11,MAX_i3-11_BCAP31-biotin_1_BOTH.tif:AIS background:1,2.326,3.950,1.664,3.019,3.000,12.784,0.000,0.000,9.188,3.561,177.770,0,10.110
12,MAX_i3-11_BCAP31-biotin_1_BOTH.tif:axon:1,6.306,35.952,10.904,34.089,20.632,82.704,0.000,0.000,226.704,34.397,4386.089,0,27.651
13,MAX_i3-11_BCAP31-biotin_1_BOTH.tif:axon background:1,6.306,3.805,1.448,3.024,3.000,15.051,0.000,0.000,23.996,3.495,464.245,0,27.651
14,MAX_i3-11_BCAP31-biotin_1_BOTH.tif:growth cone:1,54.943,19.646,16.914,6.000,4.000,95.000,0.000,0.000,1079.434,13.000,20884.000,0,0.000
15,MAX_i3-11_BCAP31-biotin_1_BOTH.tif:growth cone background:1,54.943,3.496,0.721,3.000,3.000,11.000,0.000,0.000,192.069,3.000,3716.000,0,0.000
