 ,Label,Area,Mean,StdDev,Mode,Min,Max,X,Y,IntDen,Median,RawIntDen,Ch,Length
1,MAX_i3-11_BCAP31-biotin_5_BOTH.tif:cell body:1,76.032,67.362,38.976,38.000,9.000,222.000,0.000,0.000,5121.627,57.000,99089.000,0,0.000
2,MAX_i3-11_BCAP31-biotin_5_BOTH.tif:nucleus:1,40.006,75.839,35.054,56.000,22.000,222.000,0.000,0.000,3033.984,70.000,58699.000,0,0.000
3,MAX_i3-11_BCAP31-biotin_5_BOTH.tif:cytoplasm:1,36.026,57.948,40.928,24.000,9.000,204.000,0.000,0.000,2087.644,44.000,40390.000,0,0.000
4,MAX_i3-11_BCAP31-biotin_5_BOTH.tif:dendrite 1:1,3.773,11.517,5.496,7.931,4.000,28.247,0.000,0.000,43.455,10.694,840.736,0,16.487
5,MAX_i3-11_BCAP31-biotin_5_BOTH.tif:dendrite 1 background:1,3.773,3.999,1.110,4.011,3.000,9.236,0.000,0.000,15.090,3.792,291.948,0,16.487
6,MAX_i3-11_BCAP31-biotin_5_BOTH.tif:dendrite 2:1,0.000,4.000,0.000,4.000,4.000,4.000,12.959,62.748,0.207,4.000,4.000,1,0.000
7,MAX_i3-11_BCAP31-biotin_5_BOTH.tif:dendrite 2 background:1,0.000,3.000,0.000,3.000,3.000,3.000,15.232,65.022,0.155,3.000,3.000,1,0.000
8,MAX_i3-11_BCAP31-biotin_5_BOTH.tif:dendrite 3:1,0.000,4.000,0.000,4.000,4.000,4.000,12.959,62.748,0.207,4.000,4.000,1,0.000
9,MAX_i3-11_BCAP31-biotin_5_BOTH.tif:dendrite 3 background:1,0.000,3.000,0.000,3.000,3.000,3.000,15.232,65.022,0.155,3.000,3.000,1,0.000
10,MAX_i3-11_BCAP31-biotin_5_BOTH.tif:AIS:1,4.807,47.036,18.081,26.349,19.714,92.000,0.000,0.000,226.096,41.900,4374.318,0,21.008
11,MAX_i3-11_BCAP31-biotin_5_BOTH.tif:AIS background:1,4.807,4.012,1.597,3.021,3.000,13.827,0.000,0.000,19.284,3.598,373.090,0,21.008
12,MAX_i3-11_BCAP31-biotin_5_BOTH.tif:axon:1,11.578,34.115,14.229,32.720,7.202,97.309,0.000,0.000,394.985,32.362,7641.839,0,50.940
13,MAX_i3-11_BCAP31-biotin_5_BOTH.tif:axon background:1,11.578,3.801,1.232,3.022,3.000,14.107,0.000,0.000,44.004,3.550,851.362,0,50.940
14,MAX_i3-11_BCAP31-biotin_5_BOTH.tif:growth cone:1,46.002,15.299,10.748,5.000,3.000,54.000,0.000,0.000,703.772,12.000,13616.000,0,0.000
15,MAX_i3-11_BCAP31-biotin_5_BOTH.tif:growth cone background:1,46.002,3.422,0.682,3.000,3.000,12.000,0.000,0.000,157.439,3.000,3046.000,0,0.000
